algorithm,graph,timeout,seed,k,epsilon,imbalance,totalPartitionTime,objective,km1,cut,failed
hMetis-K,add20.hgr,no,4,2,0.03,0,0.346,km1,29,29,no
hMetis-K,add20.hgr,no,5,2,0.03,0,0.346,km1,30,30,no
hMetis-K,add20.hgr,no,1,4,0.03,0,0.639,km1,74,46,no
hMetis-K,add20.hgr,no,2,4,0.03,0,0.649,km1,74,47,no
hMetis-K,add20.hgr,no,3,4,0.03,0,0.629,km1,76,50,no
hMetis-K,add20.hgr,no,4,4,0.03,0,0.663,km1,78,49,no
hMetis-K,add20.hgr,no,5,4,0.03,0,0.632,km1,78,47,no
hMetis-K,add20.hgr,no,1,8,0.03,0.0128617363344,1.097,km1,159,66,no
hMetis-K,add20.hgr,no,2,8,0.03,0.0128617363344,1.142,km1,154,69,no
hMetis-K,add20.hgr,no,3,8,0.03,0.0010718113612,1.097,km1,171,68,no
hMetis-K,add20.hgr,no,4,8,0.03,0.0075026795284,1.101,km1,164,71,no
hMetis-K,add20.hgr,no,5,8,0.03,0.0075026795284,1.078,km1,159,72,no
hMetis-K,add20.hgr,no,1,16,0.03,0.00642398286938,1.963,km1,279,99,no
hMetis-K,add20.hgr,no,2,16,0.03,0.017130620985,1.897,km1,284,96,no
hMetis-K,add20.hgr,no,3,16,0.03,0,1.896,km1,288,94,no
hMetis-K,add20.hgr,no,4,16,0.03,0,1.909,km1,279,96,no
hMetis-K,add20.hgr,no,5,16,0.03,0,1.867,km1,281,96,no
hMetis-K,add20.hgr,no,1,32,0.03,0.0042735042735,3.209,km1,508,139,no
hMetis-K,add20.hgr,no,2,32,0.03,0.0213675213675,3.253,km1,495,140,no
hMetis-K,add20.hgr,no,3,32,0.03,0.0042735042735,3.229,km1,512,137,no
hMetis-K,add20.hgr,no,4,32,0.03,0,3.212,km1,519,139,no
hMetis-K,add20.hgr,no,5,32,0.03,0.017094017094,3.277,km1,510,138,no
hMetis-K,add20.hgr,no,1,64,0.03,0.025641025641,4.466,km1,774,179,no
hMetis-K,add20.hgr,no,2,64,0.03,0.017094017094,4.353,km1,769,170,no
hMetis-K,add20.hgr,no,3,64,0.03,0.00854700854701,4.315,km1,776,176,no
hMetis-K,add20.hgr,no,4,64,0.03,0.034188034188,4.331,km1,772,181,no
hMetis-K,add20.hgr,no,5,64,0.03,0.00854700854701,4.37,km1,768,182,no
hMetis-K,add20.hgr,no,1,128,0.03,0.0338983050847,6.43,km1,1120,214,no
hMetis-K,add20.hgr,no,2,128,0.03,0.0169491525424,6.518,km1,1124,216,no
hMetis-K,add20.hgr,no,3,128,0.03,0.0338983050847,6.44,km1,1118,221,no
hMetis-K,add20.hgr,no,4,128,0.03,0.0169491525424,6.437,km1,1123,219,no
hMetis-K,add20.hgr,no,5,128,0.03,0.0169491525424,6.558,km1,1090,218,no
hMetis-K,add32.hgr,no,1,2,0.03,0.000422743606003,0.167,km1,2,2,no
hMetis-K,add32.hgr,no,2,2,0.03,0.000422743606003,0.167,km1,2,2,no
hMetis-K,add32.hgr,no,3,2,0.03,0.000422743606003,0.171,km1,2,2,no
hMetis-K,add32.hgr,no,4,2,0.03,0.00338194884802,0.171,km1,2,2,no
hMetis-K,add32.hgr,no,5,2,0.03,0.000422743606003,0.173,km1,2,2,no
hMetis-K,add32.hgr,no,1,4,0.03,0.00295857988166,0.236,km1,6,6,no
hMetis-K,add32.hgr,no,2,4,0.03,0.00718512256974,0.237,km1,7,7,no
hMetis-K,add32.hgr,no,3,4,0.03,0.00295857988166,0.229,km1,6,6,no
hMetis-K,add32.hgr,no,4,4,0.03,0.00464919695689,0.237,km1,7,7,no
hMetis-K,add32.hgr,no,5,4,0.03,0.00718512256974,0.23,km1,7,7,no
hMetis-K,add32.hgr,no,1,8,0.03,0.010989010989,0.403,km1,14,13,no
hMetis-K,add32.hgr,no,2,8,0.03,0.010989010989,0.406,km1,14,13,no
hMetis-K,add32.hgr,no,3,8,0.03,0.010989010989,0.411,km1,14,13,no
hMetis-K,add32.hgr,no,4,8,0.03,0.00845308537616,0.408,km1,14,13,no
hMetis-K,add32.hgr,no,5,8,0.03,0.00845308537616,0.411,km1,15,13,no
hMetis-K,add32.hgr,no,1,16,0.03,0.0168918918919,0.812,km1,27,22,no
hMetis-K,add32.hgr,no,2,16,0.03,0.0202702702703,0.808,km1,30,22,no
hMetis-K,add32.hgr,no,3,16,0.03,0.00844594594595,0.837,km1,28,22,no
hMetis-K,add32.hgr,no,4,16,0.03,0.0101351351351,0.816,km1,29,21,no
hMetis-K,add32.hgr,no,5,16,0.03,0.0118243243243,0.829,km1,29,22,no
hMetis-K,add32.hgr,no,1,32,0.03,0.0236486486486,2.283,km1,52,39,no
hMetis-K,add32.hgr,no,2,32,0.03,0.0202702702703,2.257,km1,52,39,no
hMetis-K,add32.hgr,no,3,32,0.03,0.0304054054054,2.242,km1,54,41,no
hMetis-K,add32.hgr,no,4,32,0.03,0.0236486486486,2.24,km1,54,39,no
hMetis-K,add32.hgr,no,5,32,0.03,0.0236486486486,2.3,km1,56,38,no
hMetis-K,add32.hgr,no,1,64,0.03,0.027027027027,3.624,km1,153,111,no
hMetis-K,add32.hgr,no,2,64,0.03,0.027027027027,3.602,km1,151,112,no
hMetis-K,add32.hgr,no,3,64,0.03,0.027027027027,3.656,km1,154,113,no
hMetis-K,add32.hgr,no,4,64,0.03,0.027027027027,3.57,km1,147,111,no
hMetis-K,add32.hgr,no,5,64,0.03,0.027027027027,3.577,km1,154,116,no
hMetis-K,add32.hgr,no,1,128,0.03,0.0405405405405,5.577,km1,343,231,no
hMetis-K,add32.hgr,no,2,128,0.03,0.0405405405405,5.63,km1,342,239,no
hMetis-K,add32.hgr,no,3,128,0.03,0.027027027027,5.61,km1,337,232,no
hMetis-K,add32.hgr,no,4,128,0.03,0.0540540540541,5.686,km1,337,231,no
hMetis-K,add32.hgr,no,5,128,0.03,0.027027027027,5.481,km1,332,237,no
