"graph","k","seed","epsilon","km1","imbalance","totalPartitionTime","failed","timeout","algorithm","objective","cut"
"sat14_atco_enc1_opt1_10_21.cnf.hgr",2,7,0.03,752,0.015,9.94,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.hgr",2,8,0.03,837,0.021,10,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.hgr",2,9,0.03,742,0.018,9.88,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.hgr",2,10,0.03,721,0.006,9.89,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.hgr",4,1,0.03,1317,0.02,19.77,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.hgr",4,2,0.03,1349,0.023,19.34,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.hgr",4,3,0.03,1304,0.023,19.9,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.hgr",4,4,0.03,1285,0.03,19.87,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.hgr",4,5,0.03,1249,0.026,19.89,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.hgr",4,6,0.03,1361,0.022,19.34,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.hgr",4,7,0.03,1184,0.021,19.85,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.hgr",4,8,0.03,1267,0.028,19.38,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.hgr",4,9,0.03,1428,0.03,19.6,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.hgr",4,10,0.03,1324,0.021,19.8,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.hgr",8,1,0.03,1782,0.022,29.4,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.hgr",8,2,0.03,1961,0.03,29.41,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.hgr",8,3,0.03,1944,0.026,29.77,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.hgr",8,4,0.03,1915,0.03,29.77,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.hgr",8,5,0.03,1844,0.03,30.27,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.hgr",8,6,0.03,1797,0.026,28.64,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.hgr",8,7,0.03,1814,0.03,29.43,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.hgr",8,8,0.03,1913,0.03,29.06,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.hgr",8,9,0.03,1937,0.029,29.58,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.hgr",8,10,0.03,1766,0.029,29.56,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.hgr",16,1,0.03,2617,0.03,38.93,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.hgr",16,2,0.03,2458,0.03,38.88,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.hgr",16,3,0.03,2566,0.03,39.81,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.hgr",16,4,0.03,2702,0.03,39.73,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.hgr",16,5,0.03,2352,0.03,39.28,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.hgr",16,6,0.03,2535,0.03,38.31,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.hgr",16,7,0.03,2516,0.03,38.3,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.hgr",16,8,0.03,2599,0.03,38.54,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.hgr",16,9,0.03,2646,0.03,39.01,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.hgr",16,10,0.03,2529,0.03,39.26,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.hgr",32,1,0.03,3989,0.03,48.07,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.hgr",32,2,0.03,3882,0.03,47.09,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.hgr",32,3,0.03,3903,0.03,48.98,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.hgr",32,4,0.03,4241,0.03,48.73,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.hgr",32,5,0.03,4046,0.03,49.21,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.hgr",32,6,0.03,3786,0.03,47.83,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.hgr",32,7,0.03,4023,0.029,47.68,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.hgr",32,8,0.03,3984,0.03,47.73,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.hgr",32,9,0.03,3935,0.03,47.5,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.hgr",32,10,0.03,3827,0.03,48.04,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.hgr",64,1,0.03,6605,0.029,57.13,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.hgr",64,2,0.03,6438,0.029,55.78,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.hgr",64,3,0.03,6772,0.029,57.35,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.hgr",64,4,0.03,6296,0.029,56.83,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.hgr",64,5,0.03,6947,0.029,56.78,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.hgr",64,6,0.03,6878,0.029,55.28,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.hgr",64,7,0.03,6841,0.029,57.14,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.hgr",64,8,0.03,6869,0.03,56.71,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.hgr",64,9,0.03,6533,0.029,56.62,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.hgr",64,10,0.03,7200,0.029,55.87,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.hgr",128,1,0.03,13706,0.029,64.19,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.hgr",128,2,0.03,13986,0.029,65.31,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.hgr",128,3,0.03,14144,0.031,64.71,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.hgr",128,4,0.03,13614,0.029,65.11,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.hgr",128,5,0.03,14230,0.029,64.78,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.hgr",128,6,0.03,13768,0.031,64,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.hgr",128,7,0.03,13588,0.029,64.1,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.hgr",128,8,0.03,14117,0.029,64.39,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.hgr",128,9,0.03,14145,0.031,65.71,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.hgr",128,10,0.03,14831,0.029,65.2,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",2,1,0.03,1365,0.03,12.69,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",2,2,0.03,1276,0.03,12.4,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",2,3,0.03,1274,0.029,12.43,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",2,4,0.03,1407,0.028,12.55,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",2,5,0.03,1327,0.021,12.5,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",2,6,0.03,1424,0.027,12.58,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",2,7,0.03,1442,0.021,12.52,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",2,8,0.03,1276,0.028,12.57,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",2,9,0.03,1274,0.029,12.51,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",2,10,0.03,1353,0.022,12.38,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",4,1,0.03,2483,0.023,24.4,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",4,2,0.03,2338,0.027,24.15,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",4,3,0.03,2192,0.028,24.43,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",4,4,0.03,2385,0.028,24.54,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",4,5,0.03,2345,0.027,24.47,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",4,6,0.03,2490,0.026,24.3,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",4,7,0.03,2293,0.027,24.28,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",4,8,0.03,2405,0.03,24.33,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",4,9,0.03,2273,0.016,24.34,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",4,10,0.03,2362,0.027,24.02,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",8,1,0.03,3411,0.03,35.85,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",8,2,0.03,3378,0.03,35.97,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",8,3,0.03,3364,0.03,35.61,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",8,4,0.03,3225,0.03,35.63,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",8,5,0.03,3389,0.03,35.71,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",8,6,0.03,3462,0.03,35.9,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",8,7,0.03,3257,0.03,36.02,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",8,8,0.03,3259,0.03,35.85,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",8,9,0.03,3159,0.03,35.9,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",8,10,0.03,3292,0.03,35.93,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",16,1,0.03,4471,0.03,47.36,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",16,2,0.03,4059,0.03,47,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",16,3,0.03,4689,0.03,46.68,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",16,4,0.03,4282,0.03,47.2,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",16,5,0.03,4594,0.03,46.96,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",16,6,0.03,4390,0.03,47.23,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",16,7,0.03,4215,0.03,47.09,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",16,8,0.03,4539,0.03,47.23,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",16,9,0.03,4473,0.03,47.03,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",16,10,0.03,4439,0.03,47.3,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",32,1,0.03,6163,0.03,57.56,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",32,2,0.03,5965,0.03,56.97,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",32,3,0.03,5935,0.03,57.98,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",32,4,0.03,6624,0.03,57.9,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",32,5,0.03,6228,0.03,57.14,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",32,6,0.03,5985,0.03,58.19,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",32,7,0.03,5676,0.03,57.83,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",32,8,0.03,5566,0.03,57.67,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",32,9,0.03,5856,0.03,58.4,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",32,10,0.03,6648,0.03,57.94,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",64,1,0.03,12745,0.03,68.41,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",64,2,0.03,14694,0.03,67.22,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",64,3,0.03,13966,0.03,67.83,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",64,4,0.03,14594,0.03,67.47,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",64,5,0.03,13662,0.03,67.66,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",64,6,0.03,13142,0.03,67.84,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",64,7,0.03,15722,0.03,67.44,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",64,8,0.03,15163,0.03,66.97,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",64,9,0.03,15017,0.03,67.43,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",64,10,0.03,13920,0.03,67.96,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",128,1,0.03,26145,0.03,75.84,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",128,2,0.03,27965,0.03,76.94,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",128,3,0.03,28960,0.03,75.3,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",128,4,0.03,28942,0.03,76.68,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",128,5,0.03,27827,0.03,75.75,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",128,6,0.03,27440,0.03,77.32,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",128,7,0.03,28419,0.03,77.28,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",128,8,0.03,25825,0.03,77.35,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",128,9,0.03,26008,0.03,76.76,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_10_21.cnf.primal.hgr",128,10,0.03,28374,0.03,77.44,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_15_240.cnf.dual.hgr",2,1,0.03,619,0.027,99.82,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_15_240.cnf.dual.hgr",2,2,0.03,671,0.028,99.48,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_15_240.cnf.dual.hgr",2,3,0.03,669,0.024,100.47,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_15_240.cnf.dual.hgr",2,4,0.03,633,0.016,99.88,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_15_240.cnf.dual.hgr",2,5,0.03,669,0.017,99.33,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_15_240.cnf.dual.hgr",2,6,0.03,649,0.028,99.94,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_15_240.cnf.dual.hgr",2,7,0.03,626,0.003,100.68,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_15_240.cnf.dual.hgr",2,8,0.03,615,0.007,100.68,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_15_240.cnf.dual.hgr",2,9,0.03,648,0.006,100.49,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_15_240.cnf.dual.hgr",2,10,0.03,672,0.023,99.58,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_15_240.cnf.dual.hgr",4,1,0.03,1075,0.02,195.31,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_15_240.cnf.dual.hgr",4,2,0.03,1185,0.01,196.27,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_15_240.cnf.dual.hgr",4,3,0.03,1149,0.024,198.33,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_15_240.cnf.dual.hgr",4,4,0.03,1095,0.023,195.89,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_15_240.cnf.dual.hgr",4,5,0.03,1101,0.025,196.34,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_15_240.cnf.dual.hgr",4,6,0.03,1175,0.029,198.01,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_15_240.cnf.dual.hgr",4,7,0.03,1059,0.013,195.89,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_15_240.cnf.dual.hgr",4,8,0.03,1284,0.014,197.26,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_15_240.cnf.dual.hgr",4,9,0.03,1177,0.015,196.65,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_15_240.cnf.dual.hgr",4,10,0.03,1127,0.017,196.21,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_15_240.cnf.dual.hgr",8,1,0.03,1631,0.03,287.96,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_15_240.cnf.dual.hgr",8,2,0.03,1645,0.029,287.8,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_15_240.cnf.dual.hgr",8,3,0.03,1672,0.029,288.5,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_15_240.cnf.dual.hgr",8,4,0.03,1824,0.03,288.15,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_15_240.cnf.dual.hgr",8,5,0.03,1625,0.03,286.2,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_15_240.cnf.dual.hgr",8,6,0.03,1729,0.03,291.04,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_15_240.cnf.dual.hgr",8,7,0.03,1632,0.021,287.33,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_15_240.cnf.dual.hgr",8,8,0.03,1899,0.03,291.12,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_15_240.cnf.dual.hgr",8,9,0.03,1615,0.028,285.65,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_15_240.cnf.dual.hgr",8,10,0.03,1956,0.025,288.09,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_15_240.cnf.dual.hgr",16,1,0.03,2549,0.03,378.23,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_15_240.cnf.dual.hgr",16,2,0.03,3016,0.03,374.95,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_15_240.cnf.dual.hgr",16,3,0.03,2842,0.03,379.03,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_15_240.cnf.dual.hgr",16,4,0.03,2871,0.03,379.24,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_15_240.cnf.dual.hgr",16,5,0.03,2929,0.03,374.39,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_15_240.cnf.dual.hgr",16,6,0.03,2641,0.03,378.68,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_15_240.cnf.dual.hgr",16,7,0.03,2611,0.03,377.23,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_15_240.cnf.dual.hgr",16,8,0.03,2846,0.03,376.79,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_15_240.cnf.dual.hgr",16,9,0.03,2753,0.03,372.51,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_15_240.cnf.dual.hgr",16,10,0.03,2898,0.03,370.01,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_15_240.cnf.dual.hgr",32,1,0.03,4586,0.03,459.78,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_15_240.cnf.dual.hgr",32,2,0.03,5289,0.03,459.18,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_15_240.cnf.dual.hgr",32,3,0.03,5152,0.03,459.28,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_15_240.cnf.dual.hgr",32,4,0.03,5133,0.03,453.63,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_15_240.cnf.dual.hgr",32,5,0.03,5145,0.03,455.96,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_15_240.cnf.dual.hgr",32,6,0.03,4790,0.03,456.73,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_15_240.cnf.dual.hgr",32,7,0.03,4961,0.03,465.08,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_15_240.cnf.dual.hgr",32,8,0.03,5414,0.03,477.78,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_15_240.cnf.dual.hgr",32,9,0.03,5044,0.03,466.9,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_15_240.cnf.dual.hgr",32,10,0.03,5184,0.03,460.28,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_15_240.cnf.dual.hgr",64,1,0.03,8172,0.03,521.52,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_15_240.cnf.dual.hgr",64,2,0.03,8634,0.03,529.8,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_15_240.cnf.dual.hgr",64,3,0.03,8643,0.03,526.88,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_15_240.cnf.dual.hgr",64,4,0.03,8336,0.03,534.5,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_15_240.cnf.dual.hgr",64,5,0.03,8365,0.03,531.45,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_15_240.cnf.dual.hgr",64,6,0.03,8053,0.03,533.54,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_15_240.cnf.dual.hgr",64,7,0.03,8365,0.03,521.98,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_15_240.cnf.dual.hgr",64,8,0.03,8180,0.03,523.66,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_15_240.cnf.dual.hgr",64,9,0.03,8847,0.03,522.73,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_15_240.cnf.dual.hgr",64,10,0.03,8221,0.03,545.76,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_15_240.cnf.dual.hgr",128,1,0.03,14487,0.03,578.76,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_15_240.cnf.dual.hgr",128,2,0.03,13989,0.03,585.84,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_15_240.cnf.dual.hgr",128,3,0.03,13836,0.03,614.85,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_15_240.cnf.dual.hgr",128,4,0.03,13656,0.03,584.84,"no","no","Zoltan-AlgD","km1",0
"sat14_atco_enc1_opt1_15_240.cnf.dual.hgr",128,5,0.03,13968,0.03,594.72,"no","no","Zoltan-AlgD","km1",0
