"graph","k","epsilon","seed","km1","imbalance","totalPartitionTime","objective","algorithm","failed","timeout","cut"
"3Dspectralwave2.mtx.hgr",4,0.03,2,21310,0.0309717541985,180.559,"km1","hMetis-K","no","no",0
"3Dspectralwave2.mtx.hgr",4,0.03,3,21246,0.0334922330895,174.319,"km1","hMetis-K","no","no",0
"3Dspectralwave2.mtx.hgr",4,0.03,4,21284,0.0333004575217,209.385,"km1","hMetis-K","no","no",0
"3Dspectralwave2.mtx.hgr",4,0.03,5,21068,0.032149804115,193.092,"km1","hMetis-K","no","no",0
"3Dspectralwave2.mtx.hgr",4,0.03,6,21019,0.0315744774116,193.125,"km1","hMetis-K","no","no",0
"3Dspectralwave2.mtx.hgr",4,0.03,7,21164,0.0299991781047,253.706,"km1","hMetis-K","no","no",0
"3Dspectralwave2.mtx.hgr",4,0.03,8,21084,0.0357250486288,181.395,"km1","hMetis-K","no","no",0
"3Dspectralwave2.mtx.hgr",4,0.03,9,21380,0.029711514753,209.799,"km1","hMetis-K","no","no",0
"3Dspectralwave2.mtx.hgr",4,0.03,10,21149,0.0329032081313,208.275,"km1","hMetis-K","no","no",0
"3Dspectralwave2.mtx.hgr",8,0.03,1,40763,0.046656255993,201.999,"km1","hMetis-K","no","no",0
"3Dspectralwave2.mtx.hgr",8,0.03,2,40747,0.0299991781047,201.076,"km1","hMetis-K","no","no",0
"3Dspectralwave2.mtx.hgr",8,0.03,3,41054,0.0299991781047,242.427,"km1","hMetis-K","no","no",0
"3Dspectralwave2.mtx.hgr",8,0.03,4,40923,0.0569573436344,202.1,"km1","hMetis-K","no","no",0
"3Dspectralwave2.mtx.hgr",8,0.03,5,40681,0.0284923700721,244.816,"km1","hMetis-K","no","no",0
"3Dspectralwave2.mtx.hgr",8,0.03,6,40332,0.042135831895,236.213,"km1","hMetis-K","no","no",0
"3Dspectralwave2.mtx.hgr",8,0.03,7,40896,0.0286841456398,183.787,"km1","hMetis-K","no","no",0
"3Dspectralwave2.mtx.hgr",8,0.03,8,40758,0.0299991781047,266.584,"km1","hMetis-K","no","no",0
"3Dspectralwave2.mtx.hgr",8,0.03,9,40852,0.0504643708392,215.7,"km1","hMetis-K","no","no",0
"3Dspectralwave2.mtx.hgr",8,0.03,10,40344,0.029971781595,216.535,"km1","hMetis-K","no","no",0
"3Dspectralwave2.mtx.hgr",16,0.03,1,67411,0.0598871294724,241.898,"km1","hMetis-K","no","no",0
"3Dspectralwave2.mtx.hgr",16,0.03,2,66704,0.0693660621336,242.579,"km1","hMetis-K","no","no",0
"3Dspectralwave2.mtx.hgr",16,0.03,3,67621,0.055394224974,224.745,"km1","hMetis-K","no","no",0
"3Dspectralwave2.mtx.hgr",16,0.03,4,66757,0.0402169744124,316.787,"km1","hMetis-K","no","no",0
"3Dspectralwave2.mtx.hgr",16,0.03,5,66852,0.0630650375322,287.432,"km1","hMetis-K","no","no",0
