"graph","k","epsilon","seed","objective","km1","imbalance","totalPartitionTime","algorithm","failed","timeout","cut"
"2D_54019_highK.mtx.hgr",8,0.03,10,"km1",2715,0.03,69.29,"Zoltan-AlgD","no","no",0
"2D_54019_highK.mtx.hgr",16,0.03,1,"km1",4809,0.03,87.87,"Zoltan-AlgD","no","no",0
"2D_54019_highK.mtx.hgr",16,0.03,2,"km1",4848,0.03,93.79,"Zoltan-AlgD","no","no",0
"2D_54019_highK.mtx.hgr",16,0.03,3,"km1",4924,0.03,92.3,"Zoltan-AlgD","no","no",0
"2D_54019_highK.mtx.hgr",16,0.03,4,"km1",4817,0.03,93.24,"Zoltan-AlgD","no","no",0
"2D_54019_highK.mtx.hgr",16,0.03,5,"km1",4815,0.03,88.07,"Zoltan-AlgD","no","no",0
"2D_54019_highK.mtx.hgr",16,0.03,6,"km1",4819,0.03,88.46,"Zoltan-AlgD","no","no",0
"2D_54019_highK.mtx.hgr",16,0.03,7,"km1",4814,0.03,91.42,"Zoltan-AlgD","no","no",0
"2D_54019_highK.mtx.hgr",16,0.03,8,"km1",4833,0.03,88.52,"Zoltan-AlgD","no","no",0
"2D_54019_highK.mtx.hgr",16,0.03,9,"km1",4834,0.03,89.66,"Zoltan-AlgD","no","no",0
"2D_54019_highK.mtx.hgr",16,0.03,10,"km1",4820,0.03,91.26,"Zoltan-AlgD","no","no",0
"2D_54019_highK.mtx.hgr",32,0.03,1,"km1",7611,0.03,114.79,"Zoltan-AlgD","no","no",0
"2D_54019_highK.mtx.hgr",32,0.03,2,"km1",7593,0.03,111.56,"Zoltan-AlgD","no","no",0
"2D_54019_highK.mtx.hgr",32,0.03,3,"km1",7507,0.0289999999999999,108.93,"Zoltan-AlgD","no","no",0
"2D_54019_highK.mtx.hgr",32,0.03,4,"km1",7500,0.0289999999999999,110.49,"Zoltan-AlgD","no","no",0
"2D_54019_highK.mtx.hgr",32,0.03,5,"km1",7608,0.0289999999999999,108.23,"Zoltan-AlgD","no","no",0
"2D_54019_highK.mtx.hgr",32,0.03,6,"km1",7536,0.0289999999999999,110.19,"Zoltan-AlgD","no","no",0
"2D_54019_highK.mtx.hgr",32,0.03,7,"km1",7482,0.03,113.1,"Zoltan-AlgD","no","no",0
"2D_54019_highK.mtx.hgr",32,0.03,8,"km1",7499,0.03,110.5,"Zoltan-AlgD","no","no",0
"2D_54019_highK.mtx.hgr",32,0.03,9,"km1",7576,0.0289999999999999,109.71,"Zoltan-AlgD","no","no",0
"2D_54019_highK.mtx.hgr",32,0.03,10,"km1",7530,0.03,112.2,"Zoltan-AlgD","no","no",0
"2D_54019_highK.mtx.hgr",64,0.03,1,"km1",11494,0.03,131.63,"Zoltan-AlgD","no","no",0
"2D_54019_highK.mtx.hgr",64,0.03,2,"km1",11496,0.03,131.12,"Zoltan-AlgD","no","no",0
"2D_54019_highK.mtx.hgr",64,0.03,3,"km1",11431,0.03,135.65,"Zoltan-AlgD","no","no",0
"2D_54019_highK.mtx.hgr",64,0.03,4,"km1",11505,0.028,132.58,"Zoltan-AlgD","no","no",0
"2D_54019_highK.mtx.hgr",64,0.03,5,"km1",11460,0.03,129.85,"Zoltan-AlgD","no","no",0
"2D_54019_highK.mtx.hgr",64,0.03,6,"km1",11370,0.028,131.63,"Zoltan-AlgD","no","no",0
"2D_54019_highK.mtx.hgr",64,0.03,7,"km1",11505,0.03,135.02,"Zoltan-AlgD","no","no",0
"2D_54019_highK.mtx.hgr",64,0.03,8,"km1",11396,0.028,132.71,"Zoltan-AlgD","no","no",0
"2D_54019_highK.mtx.hgr",64,0.03,9,"km1",11474,0.03,131.15,"Zoltan-AlgD","no","no",0
"2D_54019_highK.mtx.hgr",64,0.03,10,"km1",11474,0.03,134.55,"Zoltan-AlgD","no","no",0
"2D_54019_highK.mtx.hgr",128,0.03,1,"km1",17068,0.0309999999999999,148.93,"Zoltan-AlgD","no","no",0
"2D_54019_highK.mtx.hgr",128,0.03,2,"km1",16868,0.0309999999999999,151.02,"Zoltan-AlgD","no","no",0
"2D_54019_highK.mtx.hgr",128,0.03,3,"km1",16916,0.0309999999999999,150.32,"Zoltan-AlgD","no","no",0
"2D_54019_highK.mtx.hgr",128,0.03,4,"km1",17072,0.0309999999999999,151.83,"Zoltan-AlgD","no","no",0
"2D_54019_highK.mtx.hgr",128,0.03,5,"km1",16975,0.0309999999999999,155.81,"Zoltan-AlgD","no","no",0
"2D_54019_highK.mtx.hgr",128,0.03,6,"km1",16946,0.028,150.82,"Zoltan-AlgD","no","no",0
"2D_54019_highK.mtx.hgr",128,0.03,7,"km1",16932,0.0309999999999999,150.67,"Zoltan-AlgD","no","no",0
"2D_54019_highK.mtx.hgr",128,0.03,8,"km1",16942,0.0309999999999999,151.31,"Zoltan-AlgD","no","no",0
"2D_54019_highK.mtx.hgr",128,0.03,9,"km1",17041,0.0309999999999999,150.5,"Zoltan-AlgD","no","no",0
"2D_54019_highK.mtx.hgr",128,0.03,10,"km1",17037,0.0309999999999999,150.46,"Zoltan-AlgD","no","no",0
"3Dspectralwave2.mtx.hgr",2,0.03,1,"km1",6968,0.03,384.87,"Zoltan-AlgD","no","no",0
"3Dspectralwave2.mtx.hgr",2,0.03,2,"km1",7193,0.03,389.34,"Zoltan-AlgD","no","no",0
"3Dspectralwave2.mtx.hgr",2,0.03,3,"km1",7258,0.03,384.29,"Zoltan-AlgD","no","no",0
"3Dspectralwave2.mtx.hgr",2,0.03,4,"km1",7150,0.03,388.74,"Zoltan-AlgD","no","no",0
"3Dspectralwave2.mtx.hgr",2,0.03,5,"km1",6970,0.03,368.16,"Zoltan-AlgD","no","no",0
"3Dspectralwave2.mtx.hgr",2,0.03,6,"km1",6971,0.03,381.46,"Zoltan-AlgD","no","no",0
"3Dspectralwave2.mtx.hgr",2,0.03,7,"km1",6970,0.03,373.28,"Zoltan-AlgD","no","no",0
"3Dspectralwave2.mtx.hgr",2,0.03,8,"km1",6975,0.0289999999999999,373.17,"Zoltan-AlgD","no","no",0
"3Dspectralwave2.mtx.hgr",2,0.03,9,"km1",7283,0.03,383.3,"Zoltan-AlgD","no","no",0
"3Dspectralwave2.mtx.hgr",2,0.03,10,"km1",6984,0.03,380.63,"Zoltan-AlgD","no","no",0
"3Dspectralwave2.mtx.hgr",4,0.03,1,"km1",21310,0.03,715.67,"Zoltan-AlgD","no","no",0
"3Dspectralwave2.mtx.hgr",4,0.03,2,"km1",21558,0.03,743.01,"Zoltan-AlgD","no","no",0
"3Dspectralwave2.mtx.hgr",4,0.03,3,"km1",21450,0.03,723.61,"Zoltan-AlgD","no","no",0
"3Dspectralwave2.mtx.hgr",4,0.03,4,"km1",21626,0.03,737.3,"Zoltan-AlgD","no","no",0
"3Dspectralwave2.mtx.hgr",4,0.03,5,"km1",21371,0.03,715.47,"Zoltan-AlgD","no","no",0
"3Dspectralwave2.mtx.hgr",4,0.03,6,"km1",21362,0.03,718.74,"Zoltan-AlgD","no","no",0
"3Dspectralwave2.mtx.hgr",4,0.03,7,"km1",21825,0.03,729.29,"Zoltan-AlgD","no","no",0
"3Dspectralwave2.mtx.hgr",4,0.03,8,"km1",21272,0.03,737.83,"Zoltan-AlgD","no","no",0
