,graph,k,epsilon,km1,imbalance,objective,totalPartitionTime,algorithm,failed,timeout,cut
1951,sat14_bob12s02.cnf.dual.hgr,64,0.03,17910,0.0,km1,0.27,HYPE,no,no,0
1952,sat14_bob12s02.cnf.dual.hgr,128,0.03,18963,0.0,km1,0.268,HYPE,no,no,0
1953,sat14_bob12s02.cnf.hgr,2,0.03,23362,0.0,km1,0.11900000000000001,HYPE,no,no,0
1954,sat14_bob12s02.cnf.hgr,4,0.03,34630,0.0,km1,0.11800000000000001,HYPE,no,no,0
1955,sat14_bob12s02.cnf.hgr,8,0.03,41314,0.0,km1,0.11699999999999999,HYPE,no,no,0
1956,sat14_bob12s02.cnf.hgr,16,0.03,45248,0.0,km1,0.115,HYPE,no,no,0
1957,sat14_bob12s02.cnf.hgr,32,0.03,47128,0.0,km1,0.113,HYPE,no,no,0
1958,sat14_bob12s02.cnf.hgr,64,0.03,48244,0.0,km1,0.11199999999999999,HYPE,no,no,0
1959,sat14_bob12s02.cnf.hgr,128,0.03,49040,0.0,km1,0.109,HYPE,no,no,0
1960,sat14_bob12s02.cnf.primal.hgr,2,0.03,23307,0.0,km1,0.10400000000000001,HYPE,no,no,0
1961,sat14_bob12s02.cnf.primal.hgr,4,0.03,33789,0.0,km1,0.10400000000000001,HYPE,no,no,0
1962,sat14_bob12s02.cnf.primal.hgr,8,0.03,37879,0.0,km1,0.10099999999999999,HYPE,no,no,0
1963,sat14_bob12s02.cnf.primal.hgr,16,0.03,40837,0.0,km1,0.10300000000000001,HYPE,no,no,0
1964,sat14_bob12s02.cnf.primal.hgr,32,0.03,41952,0.0,km1,0.1,HYPE,no,no,0
1965,sat14_bob12s02.cnf.primal.hgr,64,0.03,42774,0.0,km1,0.09699999999999999,HYPE,no,no,0
1966,sat14_bob12s02.cnf.primal.hgr,128,0.03,44151,0.0,km1,0.095,HYPE,no,no,0
1967,sat14_c10bi_i.cnf.dual.hgr,2,0.03,35462,0.0,km1,1.776,HYPE,no,no,0
1968,sat14_c10bi_i.cnf.dual.hgr,4,0.03,52028,0.0,km1,1.764,HYPE,no,no,0
1969,sat14_c10bi_i.cnf.dual.hgr,8,0.03,63243,0.0,km1,1.75,HYPE,no,no,0
1970,sat14_c10bi_i.cnf.dual.hgr,16,0.03,71042,0.0,km1,1.715,HYPE,no,no,0
1971,sat14_c10bi_i.cnf.dual.hgr,32,0.03,80260,0.0,km1,1.6780000000000002,HYPE,no,no,0
1972,sat14_c10bi_i.cnf.dual.hgr,64,0.03,87335,0.0,km1,1.709,HYPE,no,no,0
1973,sat14_c10bi_i.cnf.dual.hgr,128,0.03,94457,0.0,km1,1.6840000000000002,HYPE,no,no,0
1974,sat14_c10bi_i.cnf.hgr,2,0.03,107038,0.0,km1,0.685,HYPE,no,no,0
1975,sat14_c10bi_i.cnf.hgr,4,0.03,152363,0.0,km1,0.647,HYPE,no,no,0
1976,sat14_c10bi_i.cnf.hgr,8,0.03,184335,0.0,km1,0.624,HYPE,no,no,0
1977,sat14_c10bi_i.cnf.hgr,16,0.03,203331,0.0,km1,0.5920000000000001,HYPE,no,no,0
1978,sat14_c10bi_i.cnf.hgr,32,0.03,216427,0.0,km1,0.58,HYPE,no,no,0
1979,sat14_c10bi_i.cnf.hgr,64,0.03,226673,0.0,km1,0.581,HYPE,no,no,0
1980,sat14_c10bi_i.cnf.hgr,128,0.03,238236,0.0,km1,0.5770000000000001,HYPE,no,no,0
1981,sat14_c10bi_i.cnf.primal.hgr,2,0.03,116216,0.0,km1,0.5710000000000001,HYPE,no,no,0
1982,sat14_c10bi_i.cnf.primal.hgr,4,0.03,157215,0.0,km1,0.545,HYPE,no,no,0
1983,sat14_c10bi_i.cnf.primal.hgr,8,0.03,196049,0.0,km1,0.53,HYPE,no,no,0
1984,sat14_c10bi_i.cnf.primal.hgr,16,0.03,215252,0.0,km1,0.509,HYPE,no,no,0
1985,sat14_c10bi_i.cnf.primal.hgr,32,0.03,226303,0.0,km1,0.505,HYPE,no,no,0
1986,sat14_c10bi_i.cnf.primal.hgr,64,0.03,236425,0.0,km1,0.503,HYPE,no,no,0
1987,sat14_c10bi_i.cnf.primal.hgr,128,0.03,246355,0.0,km1,0.494,HYPE,no,no,0
1988,sat14_countbitssrl032.cnf.dual.hgr,2,0.03,5832,0.0,km1,0.17600000000000002,HYPE,no,no,0
1989,sat14_countbitssrl032.cnf.dual.hgr,4,0.03,8573,0.0,km1,0.18600000000000003,HYPE,no,no,0
1990,sat14_countbitssrl032.cnf.dual.hgr,8,0.03,10914,0.0,km1,0.177,HYPE,no,no,0
1991,sat14_countbitssrl032.cnf.dual.hgr,16,0.03,12517,0.0,km1,0.183,HYPE,no,no,0
1992,sat14_countbitssrl032.cnf.dual.hgr,32,0.03,12846,0.0,km1,0.17600000000000002,HYPE,no,no,0
1993,sat14_countbitssrl032.cnf.dual.hgr,64,0.03,14214,0.0,km1,0.174,HYPE,no,no,0
1994,sat14_countbitssrl032.cnf.dual.hgr,128,0.03,15484,0.0,km1,0.174,HYPE,no,no,0
1995,sat14_countbitssrl032.cnf.hgr,2,0.03,14254,0.0,km1,0.08800000000000001,HYPE,no,no,0
1996,sat14_countbitssrl032.cnf.hgr,4,0.03,20609,0.0,km1,0.08900000000000001,HYPE,no,no,0
1997,sat14_countbitssrl032.cnf.hgr,8,0.03,22515,0.0,km1,0.091,HYPE,no,no,0
1998,sat14_countbitssrl032.cnf.hgr,16,0.03,25468,0.0,km1,0.087,HYPE,no,no,0
1999,sat14_countbitssrl032.cnf.hgr,32,0.03,27272,0.0,km1,0.08800000000000001,HYPE,no,no,0
2000,sat14_countbitssrl032.cnf.hgr,64,0.03,29155,0.0,km1,0.087,HYPE,no,no,0
2001,sat14_countbitssrl032.cnf.hgr,128,0.03,31288,0.0,km1,0.083,HYPE,no,no,0
2002,sat14_countbitssrl032.cnf.primal.hgr,2,0.03,12676,0.0,km1,0.075,HYPE,no,no,0
2003,sat14_countbitssrl032.cnf.primal.hgr,4,0.03,18929,0.0,km1,0.073,HYPE,no,no,0
2004,sat14_countbitssrl032.cnf.primal.hgr,8,0.03,21734,0.0,km1,0.073,HYPE,no,no,0
2005,sat14_countbitssrl032.cnf.primal.hgr,16,0.03,23544,0.0,km1,0.07200000000000001,HYPE,no,no,0
2006,sat14_countbitssrl032.cnf.primal.hgr,32,0.03,24734,0.0,km1,0.071,HYPE,no,no,0
2007,sat14_countbitssrl032.cnf.primal.hgr,64,0.03,25854,0.0,km1,0.069,HYPE,no,no,0
2008,sat14_countbitssrl032.cnf.primal.hgr,128,0.03,27411,0.0,km1,0.067,HYPE,no,no,0
2009,sat14_ctl_3791_556_unsat_pre.cnf.dual.hgr,2,0.03,1289,0.0,km1,0.35100000000000003,HYPE,no,no,0
2010,sat14_ctl_3791_556_unsat_pre.cnf.dual.hgr,4,0.03,4661,0.0,km1,0.353,HYPE,no,no,0
2011,sat14_ctl_3791_556_unsat_pre.cnf.dual.hgr,8,0.03,10859,0.0,km1,0.353,HYPE,no,no,0
2012,sat14_ctl_3791_556_unsat_pre.cnf.dual.hgr,16,0.03,17844,0.0,km1,0.353,HYPE,no,no,0
2013,sat14_ctl_3791_556_unsat_pre.cnf.dual.hgr,32,0.03,30181,0.0,km1,0.355,HYPE,no,no,0
2014,sat14_ctl_3791_556_unsat_pre.cnf.dual.hgr,64,0.03,46239,0.0,km1,0.359,HYPE,no,no,0
2015,sat14_ctl_3791_556_unsat_pre.cnf.dual.hgr,128,0.03,69006,0.0,km1,0.361,HYPE,no,no,0
2016,sat14_ctl_3791_556_unsat_pre.cnf.hgr,2,0.03,25586,0.0,km1,0.147,HYPE,no,no,0
2017,sat14_ctl_3791_556_unsat_pre.cnf.hgr,4,0.03,29728,0.0,km1,0.147,HYPE,no,no,0
2018,sat14_ctl_3791_556_unsat_pre.cnf.hgr,8,0.03,48462,0.0,km1,0.149,HYPE,no,no,0
2019,sat14_ctl_3791_556_unsat_pre.cnf.hgr,16,0.03,61476,0.0,km1,0.149,HYPE,no,no,0
2020,sat14_ctl_3791_556_unsat_pre.cnf.hgr,32,0.03,82124,0.0,km1,0.149,HYPE,no,no,0
2021,sat14_ctl_3791_556_unsat_pre.cnf.hgr,64,0.03,91184,0.0,km1,0.14300000000000002,HYPE,no,no,0
2022,sat14_ctl_3791_556_unsat_pre.cnf.hgr,128,0.03,104065,0.0,km1,0.14300000000000002,HYPE,no,no,0
2023,sat14_ctl_3791_556_unsat_pre.cnf.primal.hgr,2,0.03,2181,0.0,km1,0.142,HYPE,no,no,0
2024,sat14_ctl_3791_556_unsat_pre.cnf.primal.hgr,4,0.03,17310,0.0,km1,0.136,HYPE,no,no,0
2025,sat14_ctl_3791_556_unsat_pre.cnf.primal.hgr,8,0.03,47711,0.0,km1,0.136,HYPE,no,no,0
2026,sat14_ctl_3791_556_unsat_pre.cnf.primal.hgr,16,0.03,74973,0.0,km1,0.142,HYPE,no,no,0
2027,sat14_ctl_3791_556_unsat_pre.cnf.primal.hgr,32,0.03,99457,0.0,km1,0.142,HYPE,no,no,0
2028,sat14_ctl_3791_556_unsat_pre.cnf.primal.hgr,64,0.03,118006,0.0,km1,0.13699999999999998,HYPE,no,no,0
2029,sat14_ctl_3791_556_unsat_pre.cnf.primal.hgr,128,0.03,137679,0.0,km1,0.136,HYPE,no,no,0
2030,sat14_ctl_4291_567_5_unsat_pre.cnf.dual.hgr,2,0.03,4165,0.0,km1,0.537,HYPE,no,no,0
2031,sat14_ctl_4291_567_5_unsat_pre.cnf.dual.hgr,4,0.03,10828,0.0,km1,0.565,HYPE,no,no,0
2032,sat14_ctl_4291_567_5_unsat_pre.cnf.dual.hgr,8,0.03,21138,0.0,km1,0.5329999999999999,HYPE,no,no,0
2033,sat14_ctl_4291_567_5_unsat_pre.cnf.dual.hgr,16,0.03,34779,0.0,km1,0.5529999999999999,HYPE,no,no,0
2034,sat14_ctl_4291_567_5_unsat_pre.cnf.dual.hgr,32,0.03,49282,0.0,km1,0.541,HYPE,no,no,0
2035,sat14_ctl_4291_567_5_unsat_pre.cnf.dual.hgr,64,0.03,70192,0.0,km1,0.54,HYPE,no,no,0
2036,sat14_ctl_4291_567_5_unsat_pre.cnf.dual.hgr,128,0.03,100861,0.0,km1,0.54,HYPE,no,no,0
2037,sat14_ctl_4291_567_5_unsat_pre.cnf.hgr,2,0.03,52086,0.0,km1,0.293,HYPE,no,no,0
2038,sat14_ctl_4291_567_5_unsat_pre.cnf.hgr,4,0.03,95184,0.0,km1,0.3,HYPE,no,no,0
2039,sat14_ctl_4291_567_5_unsat_pre.cnf.hgr,8,0.03,132860,0.0,km1,0.298,HYPE,no,no,0
2040,sat14_ctl_4291_567_5_unsat_pre.cnf.hgr,16,0.03,156416,0.0,km1,0.297,HYPE,no,no,0
2041,sat14_ctl_4291_567_5_unsat_pre.cnf.hgr,32,0.03,177140,0.0,km1,0.295,HYPE,no,no,0
2042,sat14_ctl_4291_567_5_unsat_pre.cnf.hgr,64,0.03,193726,0.0,km1,0.29100000000000004,HYPE,no,no,0
2043,sat14_ctl_4291_567_5_unsat_pre.cnf.hgr,128,0.03,207793,0.0,km1,0.29,HYPE,no,no,0
2044,sat14_ctl_4291_567_5_unsat_pre.cnf.primal.hgr,2,0.03,50161,0.0,km1,0.26,HYPE,no,no,0
2045,sat14_ctl_4291_567_5_unsat_pre.cnf.primal.hgr,4,0.03,110479,0.0,km1,0.263,HYPE,no,no,0
2046,sat14_ctl_4291_567_5_unsat_pre.cnf.primal.hgr,8,0.03,150838,0.0,km1,0.26,HYPE,no,no,0
2047,sat14_ctl_4291_567_5_unsat_pre.cnf.primal.hgr,16,0.03,185100,0.0,km1,0.267,HYPE,no,no,0
2048,sat14_ctl_4291_567_5_unsat_pre.cnf.primal.hgr,32,0.03,204188,0.0,km1,0.257,HYPE,no,no,0
2049,sat14_ctl_4291_567_5_unsat_pre.cnf.primal.hgr,64,0.03,223793,0.0,km1,0.261,HYPE,no,no,0
2050,sat14_ctl_4291_567_5_unsat_pre.cnf.primal.hgr,128,0.03,241024,0.0,km1,0.255,HYPE,no,no,0
2051,sat14_dated-10-11-u.cnf.dual.hgr,2,0.03,48741,0.0,km1,2.546,HYPE,no,no,0
2052,sat14_dated-10-11-u.cnf.dual.hgr,4,0.03,79504,0.0,km1,2.512,HYPE,no,no,0
2053,sat14_dated-10-11-u.cnf.dual.hgr,8,0.03,99004,0.0,km1,2.633,HYPE,no,no,0
2054,sat14_dated-10-11-u.cnf.dual.hgr,16,0.03,105851,0.0,km1,2.471,HYPE,no,no,0
2055,sat14_dated-10-11-u.cnf.dual.hgr,32,0.03,112766,0.0,km1,2.386,HYPE,no,no,0
2056,sat14_dated-10-11-u.cnf.dual.hgr,64,0.03,118107,0.0,km1,2.377,HYPE,no,no,0
2057,sat14_dated-10-11-u.cnf.dual.hgr,128,0.03,121230,0.0,km1,2.379,HYPE,no,no,0
2058,sat14_dated-10-11-u.cnf.hgr,2,0.03,136219,0.0,km1,1.621,HYPE,no,no,0
2059,sat14_dated-10-11-u.cnf.hgr,4,0.03,171673,0.0,km1,1.719,HYPE,no,no,0
2060,sat14_dated-10-11-u.cnf.hgr,8,0.03,193620,0.0,km1,1.531,HYPE,no,no,0
2061,sat14_dated-10-11-u.cnf.hgr,16,0.03,212314,0.0,km1,1.484,HYPE,no,no,0
2062,sat14_dated-10-11-u.cnf.hgr,32,0.03,219367,0.0,km1,1.443,HYPE,no,no,0
2063,sat14_dated-10-11-u.cnf.hgr,64,0.03,229541,0.0,km1,1.433,HYPE,no,no,0
2064,sat14_dated-10-11-u.cnf.hgr,128,0.03,237258,0.0,km1,1.409,HYPE,no,no,0
2065,sat14_dated-10-11-u.cnf.primal.hgr,2,0.03,164257,0.0,km1,1.421,HYPE,no,no,0
2066,sat14_dated-10-11-u.cnf.primal.hgr,4,0.03,218807,0.0,km1,1.3769999999999998,HYPE,no,no,0
2067,sat14_dated-10-11-u.cnf.primal.hgr,8,0.03,245935,0.0,km1,1.295,HYPE,no,no,0
2068,sat14_dated-10-11-u.cnf.primal.hgr,16,0.03,261745,0.0,km1,1.229,HYPE,no,no,0
2069,sat14_dated-10-11-u.cnf.primal.hgr,32,0.03,269991,0.0,km1,1.219,HYPE,no,no,0
2070,sat14_dated-10-11-u.cnf.primal.hgr,64,0.03,271367,0.0,km1,1.203,HYPE,no,no,0
2071,sat14_dated-10-11-u.cnf.primal.hgr,128,0.03,282850,0.0,km1,1.192,HYPE,no,no,0
2072,sat14_dated-10-17-u.cnf.dual.hgr,2,0.03,81548,0.0,km1,4.8660000000000005,HYPE,no,no,0
2073,sat14_dated-10-17-u.cnf.dual.hgr,4,0.03,132105,0.0,km1,4.815,HYPE,no,no,0
2074,sat14_dated-10-17-u.cnf.dual.hgr,8,0.03,161305,0.0,km1,4.74,HYPE,no,no,0
2075,sat14_dated-10-17-u.cnf.dual.hgr,16,0.03,177005,0.0,km1,4.658,HYPE,no,no,0
2076,sat14_dated-10-17-u.cnf.dual.hgr,32,0.03,183083,0.0,km1,4.543,HYPE,no,no,0
2077,sat14_dated-10-17-u.cnf.dual.hgr,64,0.03,191527,0.0,km1,4.402,HYPE,no,no,0
2078,sat14_dated-10-17-u.cnf.dual.hgr,128,0.03,199419,0.0,km1,4.433,HYPE,no,no,0
2079,sat14_dated-10-17-u.cnf.hgr,2,0.03,220038,0.0,km1,2.917,HYPE,no,no,0
2080,sat14_dated-10-17-u.cnf.hgr,4,0.03,279411,0.0,km1,2.917,HYPE,no,no,0
2081,sat14_dated-10-17-u.cnf.hgr,8,0.03,327926,0.0,km1,2.845,HYPE,no,no,0
2082,sat14_dated-10-17-u.cnf.hgr,16,0.03,355551,0.0,km1,2.772,HYPE,no,no,0
2083,sat14_dated-10-17-u.cnf.hgr,32,0.03,367793,0.0,km1,2.6189999999999998,HYPE,no,no,0
2084,sat14_dated-10-17-u.cnf.hgr,64,0.03,385953,0.0,km1,2.483,HYPE,no,no,0
2085,sat14_dated-10-17-u.cnf.hgr,128,0.03,399327,0.0,km1,2.459,HYPE,no,no,0
2086,sat14_dated-10-17-u.cnf.primal.hgr,2,0.03,268108,0.0,km1,2.415,HYPE,no,no,0
2087,sat14_dated-10-17-u.cnf.primal.hgr,4,0.03,357873,0.0,km1,2.428,HYPE,no,no,0
2088,sat14_dated-10-17-u.cnf.primal.hgr,8,0.03,396624,0.0,km1,2.327,HYPE,no,no,0
2089,sat14_dated-10-17-u.cnf.primal.hgr,16,0.03,430850,0.0,km1,2.255,HYPE,no,no,0
2090,sat14_dated-10-17-u.cnf.primal.hgr,32,0.03,450690,0.0,km1,2.101,HYPE,no,no,0
2091,sat14_dated-10-17-u.cnf.primal.hgr,64,0.03,461167,0.0,km1,2.061,HYPE,no,no,0
2092,sat14_dated-10-17-u.cnf.primal.hgr,128,0.03,481433,0.0,km1,2.044,HYPE,no,no,0
2093,sat14_E02F20.cnf.dual.hgr,2,0.03,3571,0.0,km1,2.16,HYPE,no,no,0
2094,sat14_E02F20.cnf.dual.hgr,4,0.03,7486,0.0,km1,2.194,HYPE,no,no,0
2095,sat14_E02F20.cnf.dual.hgr,8,0.03,11927,0.0,km1,2.166,HYPE,no,no,0
2096,sat14_E02F20.cnf.dual.hgr,16,0.03,16217,0.0,km1,2.117,HYPE,no,no,0
2097,sat14_E02F20.cnf.dual.hgr,32,0.03,21753,0.0,km1,2.116,HYPE,no,no,0
2098,sat14_E02F20.cnf.dual.hgr,64,0.03,28449,0.0,km1,2.148,HYPE,no,no,0
2099,sat14_E02F20.cnf.dual.hgr,128,0.03,37859,0.00032372900000000003,km1,2.044,HYPE,no,no,0
2100,sat14_E02F20.cnf.hgr,2,0.03,34495,0.0,km1,1.6440000000000001,HYPE,no,no,0
2101,sat14_E02F20.cnf.hgr,4,0.03,67450,0.0,km1,1.6540000000000001,HYPE,no,no,0
2102,sat14_E02F20.cnf.hgr,8,0.03,91040,0.0,km1,1.655,HYPE,no,no,0
2103,sat14_E02F20.cnf.hgr,16,0.03,124322,0.0,km1,1.614,HYPE,no,no,0
2104,sat14_E02F20.cnf.hgr,32,0.03,178770,0.0,km1,1.618,HYPE,no,no,0
2105,sat14_E02F20.cnf.hgr,64,0.03,277796,0.0,km1,1.639,HYPE,no,no,0
2106,sat14_E02F20.cnf.hgr,128,0.03,320116,0.0,km1,1.607,HYPE,no,no,0
2107,sat14_E02F20.cnf.primal.hgr,2,0.03,27896,0.0,km1,1.624,HYPE,no,no,0
2108,sat14_E02F20.cnf.primal.hgr,4,0.03,55921,0.0,km1,1.6119999999999999,HYPE,no,no,0
2109,sat14_E02F20.cnf.primal.hgr,8,0.03,82682,0.0,km1,1.5719999999999998,HYPE,no,no,0
2110,sat14_E02F20.cnf.primal.hgr,16,0.03,210772,0.0,km1,1.581,HYPE,no,no,0
2111,sat14_E02F20.cnf.primal.hgr,32,0.03,333808,0.0,km1,1.61,HYPE,no,no,0
2112,sat14_E02F20.cnf.primal.hgr,64,0.03,503101,0.0,km1,1.635,HYPE,no,no,0
2113,sat14_E02F20.cnf.primal.hgr,128,0.03,597641,0.0,km1,1.6119999999999999,HYPE,no,no,0
2114,sat14_E02F22.cnf.dual.hgr,2,0.03,4603,0.0,km1,8.597999999999999,HYPE,no,no,0
2115,sat14_E02F22.cnf.dual.hgr,4,0.03,8983,0.0,km1,8.879,HYPE,no,no,0
2116,sat14_E02F22.cnf.dual.hgr,8,0.03,15113,0.0,km1,8.595,HYPE,no,no,0
2117,sat14_E02F22.cnf.dual.hgr,16,0.03,21188,0.0,km1,8.628,HYPE,no,no,0
2118,sat14_E02F22.cnf.dual.hgr,32,0.03,28322,0.0,km1,8.536,HYPE,no,no,0
2119,sat14_E02F22.cnf.dual.hgr,64,0.03,34782,4.9183599999999994e-05,km1,7.985,HYPE,no,no,0
2120,sat14_E02F22.cnf.dual.hgr,128,0.03,44733,9.83671e-05,km1,8.042,HYPE,no,no,0
2121,sat14_E02F22.cnf.hgr,2,0.03,71650,0.0,km1,8.737,HYPE,no,no,0
2122,sat14_E02F22.cnf.hgr,4,0.03,126227,0.0,km1,8.842,HYPE,no,no,0
2123,sat14_E02F22.cnf.hgr,8,0.03,246241,0.0,km1,8.821,HYPE,no,no,0
2124,sat14_E02F22.cnf.hgr,16,0.03,391660,0.0,km1,8.708,HYPE,no,no,0
2125,sat14_E02F22.cnf.hgr,32,0.03,596665,0.0,km1,8.775,HYPE,no,no,0
2126,sat14_E02F22.cnf.hgr,64,0.03,1079744,0.0,km1,8.959,HYPE,no,no,0
2127,sat14_E02F22.cnf.hgr,128,0.03,1455436,0.0,km1,8.822000000000001,HYPE,no,no,0
2128,sat14_E02F22.cnf.primal.hgr,2,0.03,66276,0.0,km1,8.362,HYPE,no,no,0
2129,sat14_E02F22.cnf.primal.hgr,4,0.03,143145,0.0,km1,8.404,HYPE,no,no,0
2130,sat14_E02F22.cnf.primal.hgr,8,0.03,310598,0.0,km1,8.465,HYPE,no,no,0
2131,sat14_E02F22.cnf.primal.hgr,16,0.03,487293,0.0,km1,8.443,HYPE,no,no,0
2132,sat14_E02F22.cnf.primal.hgr,32,0.03,967003,0.0,km1,8.562000000000001,HYPE,no,no,0
2133,sat14_E02F22.cnf.primal.hgr,64,0.03,1439768,0.0,km1,8.664,HYPE,no,no,0
2134,sat14_E02F22.cnf.primal.hgr,128,0.03,2114753,0.0,km1,8.544,HYPE,no,no,0
2135,sat14_gss-18-s100.cnf.dual.hgr,2,0.03,9548,0.0,km1,0.319,HYPE,no,no,0
2136,sat14_gss-18-s100.cnf.dual.hgr,4,0.03,14101,0.0,km1,0.324,HYPE,no,no,0
2137,sat14_gss-18-s100.cnf.dual.hgr,8,0.03,17000,0.0,km1,0.324,HYPE,no,no,0
2138,sat14_gss-18-s100.cnf.dual.hgr,16,0.03,18088,0.0,km1,0.324,HYPE,no,no,0
2139,sat14_gss-18-s100.cnf.dual.hgr,32,0.03,18715,0.0,km1,0.32,HYPE,no,no,0
2140,sat14_gss-18-s100.cnf.dual.hgr,64,0.03,19400,0.0,km1,0.326,HYPE,no,no,0
2141,sat14_gss-18-s100.cnf.dual.hgr,128,0.03,20620,0.0,km1,0.32,HYPE,no,no,0
2142,sat14_gss-18-s100.cnf.hgr,2,0.03,17653,0.0,km1,0.162,HYPE,no,no,0
2143,sat14_gss-18-s100.cnf.hgr,4,0.03,24663,0.0,km1,0.165,HYPE,no,no,0
2144,sat14_gss-18-s100.cnf.hgr,8,0.03,32124,0.0,km1,0.16399999999999998,HYPE,no,no,0
2145,sat14_gss-18-s100.cnf.hgr,16,0.03,35454,0.0,km1,0.161,HYPE,no,no,0
2146,sat14_gss-18-s100.cnf.hgr,32,0.03,39306,0.0,km1,0.162,HYPE,no,no,0
2147,sat14_gss-18-s100.cnf.hgr,64,0.03,43153,0.0,km1,0.157,HYPE,no,no,0
2148,sat14_gss-18-s100.cnf.hgr,128,0.03,46016,0.0,km1,0.158,HYPE,no,no,0
2149,sat14_gss-18-s100.cnf.primal.hgr,2,0.03,15481,0.0,km1,0.134,HYPE,no,no,0
2150,sat14_gss-18-s100.cnf.primal.hgr,4,0.03,22923,0.0,km1,0.136,HYPE,no,no,0
2151,sat14_gss-18-s100.cnf.primal.hgr,8,0.03,29155,0.0,km1,0.138,HYPE,no,no,0
2152,sat14_gss-18-s100.cnf.primal.hgr,16,0.03,29902,0.0,km1,0.136,HYPE,no,no,0
2153,sat14_gss-18-s100.cnf.primal.hgr,32,0.03,32375,0.0,km1,0.13699999999999998,HYPE,no,no,0
2154,sat14_gss-18-s100.cnf.primal.hgr,64,0.03,36834,0.0,km1,0.136,HYPE,no,no,0
2155,sat14_gss-18-s100.cnf.primal.hgr,128,0.03,39721,0.0,km1,0.131,HYPE,no,no,0
2156,sat14_gss-19-s100.cnf.dual.hgr,2,0.03,9472,0.0,km1,0.325,HYPE,no,no,0
2157,sat14_gss-19-s100.cnf.dual.hgr,4,0.03,13594,0.0,km1,0.321,HYPE,no,no,0
2158,sat14_gss-19-s100.cnf.dual.hgr,8,0.03,16314,0.0,km1,0.33,HYPE,no,no,0
2159,sat14_gss-19-s100.cnf.dual.hgr,16,0.03,17807,0.0,km1,0.326,HYPE,no,no,0
2160,sat14_gss-19-s100.cnf.dual.hgr,32,0.03,18329,0.0,km1,0.322,HYPE,no,no,0
2161,sat14_gss-19-s100.cnf.dual.hgr,64,0.03,19097,0.0,km1,0.32,HYPE,no,no,0
2162,sat14_gss-19-s100.cnf.dual.hgr,128,0.03,20911,0.0,km1,0.325,HYPE,no,no,0
2163,sat14_gss-19-s100.cnf.hgr,2,0.03,17045,0.0,km1,0.162,HYPE,no,no,0
2164,sat14_gss-19-s100.cnf.hgr,4,0.03,25282,0.0,km1,0.162,HYPE,no,no,0
2165,sat14_gss-19-s100.cnf.hgr,8,0.03,31555,0.0,km1,0.162,HYPE,no,no,0
2166,sat14_gss-19-s100.cnf.hgr,16,0.03,36319,0.0,km1,0.16399999999999998,HYPE,no,no,0
2167,sat14_gss-19-s100.cnf.hgr,32,0.03,39272,0.0,km1,0.161,HYPE,no,no,0
2168,sat14_gss-19-s100.cnf.hgr,64,0.03,42447,0.0,km1,0.158,HYPE,no,no,0
2169,sat14_gss-19-s100.cnf.hgr,128,0.03,45495,0.0,km1,0.155,HYPE,no,no,0
2170,sat14_gss-19-s100.cnf.primal.hgr,2,0.03,15535,0.0,km1,0.135,HYPE,no,no,0
2171,sat14_gss-19-s100.cnf.primal.hgr,4,0.03,20914,0.0,km1,0.136,HYPE,no,no,0
2172,sat14_gss-19-s100.cnf.primal.hgr,8,0.03,25952,0.0,km1,0.139,HYPE,no,no,0
2173,sat14_gss-19-s100.cnf.primal.hgr,16,0.03,28201,0.0,km1,0.13699999999999998,HYPE,no,no,0
2174,sat14_gss-19-s100.cnf.primal.hgr,32,0.03,31813,0.0,km1,0.13699999999999998,HYPE,no,no,0
2175,sat14_gss-19-s100.cnf.primal.hgr,64,0.03,35674,0.0,km1,0.136,HYPE,no,no,0
2176,sat14_gss-19-s100.cnf.primal.hgr,128,0.03,40723,0.0,km1,0.134,HYPE,no,no,0
2177,sat14_gss-20-s100.cnf.dual.hgr,2,0.03,9490,0.0,km1,0.324,HYPE,no,no,0
2178,sat14_gss-20-s100.cnf.dual.hgr,4,0.03,14202,0.0,km1,0.322,HYPE,no,no,0
2179,sat14_gss-20-s100.cnf.dual.hgr,8,0.03,16539,0.0,km1,0.321,HYPE,no,no,0
2180,sat14_gss-20-s100.cnf.dual.hgr,16,0.03,17199,0.0,km1,0.32299999999999995,HYPE,no,no,0
2181,sat14_gss-20-s100.cnf.dual.hgr,32,0.03,18167,0.0,km1,0.32299999999999995,HYPE,no,no,0
2182,sat14_gss-20-s100.cnf.dual.hgr,64,0.03,19199,0.0,km1,0.321,HYPE,no,no,0
2183,sat14_gss-20-s100.cnf.dual.hgr,128,0.03,20998,0.0,km1,0.321,HYPE,no,no,0
2184,sat14_gss-20-s100.cnf.hgr,2,0.03,18269,0.0,km1,0.16399999999999998,HYPE,no,no,0
2185,sat14_gss-20-s100.cnf.hgr,4,0.03,26795,0.0,km1,0.16699999999999998,HYPE,no,no,0
2186,sat14_gss-20-s100.cnf.hgr,8,0.03,32742,0.0,km1,0.163,HYPE,no,no,0
2187,sat14_gss-20-s100.cnf.hgr,16,0.03,36349,0.0,km1,0.174,HYPE,no,no,0
2188,sat14_gss-20-s100.cnf.hgr,32,0.03,40543,0.0,km1,0.162,HYPE,no,no,0
2189,sat14_gss-20-s100.cnf.hgr,64,0.03,42963,0.0,km1,0.158,HYPE,no,no,0
2190,sat14_gss-20-s100.cnf.hgr,128,0.03,45871,0.0,km1,0.156,HYPE,no,no,0
