,graph,k,epsilon,km1,imbalance,objective,totalPartitionTime,algorithm,failed,timeout,cut
282,copter1.mtx.hgr,8,0.03,20505,0.0,km1,0.10400000000000001,HYPE,no,no,0
283,copter1.mtx.hgr,16,0.03,25915,0.0,km1,0.105,HYPE,no,no,0
284,copter1.mtx.hgr,32,0.03,32025,0.0,km1,0.10300000000000001,HYPE,no,no,0
285,copter1.mtx.hgr,64,0.03,37159,0.0,km1,0.102,HYPE,no,no,0
286,copter1.mtx.hgr,128,0.03,44851,0.0,km1,0.099,HYPE,no,no,0
287,coupled.mtx.hgr,2,0.03,6802,0.0,km1,0.063,HYPE,no,no,0
288,coupled.mtx.hgr,4,0.03,10692,0.0,km1,0.063,HYPE,no,no,0
289,coupled.mtx.hgr,8,0.03,13050,0.0,km1,0.063,HYPE,no,no,0
290,coupled.mtx.hgr,16,0.03,15475,0.0,km1,0.065,HYPE,no,no,0
291,coupled.mtx.hgr,32,0.03,17524,0.0,km1,0.063,HYPE,no,no,0
292,coupled.mtx.hgr,64,0.03,20559,0.0,km1,0.062,HYPE,no,no,0
293,coupled.mtx.hgr,128,0.03,24086,0.0,km1,0.061,HYPE,no,no,0
294,crashbasis.mtx.hgr,2,0.03,42078,0.0,km1,1.035,HYPE,no,no,0
295,crashbasis.mtx.hgr,4,0.03,67318,0.0,km1,1.0170000000000001,HYPE,no,no,0
296,crashbasis.mtx.hgr,8,0.03,79938,0.0,km1,0.983,HYPE,no,no,0
297,crashbasis.mtx.hgr,16,0.03,96030,0.0,km1,0.972,HYPE,no,no,0
298,crashbasis.mtx.hgr,32,0.03,113112,0.0,km1,0.9670000000000001,HYPE,no,no,0
299,crashbasis.mtx.hgr,64,0.03,130572,0.0,km1,0.9790000000000001,HYPE,no,no,0
300,crashbasis.mtx.hgr,128,0.03,158112,0.0,km1,0.9840000000000001,HYPE,no,no,0
301,cryg10000.mtx.hgr,2,0.03,2362,0.0,km1,0.033,HYPE,no,no,0
302,cryg10000.mtx.hgr,4,0.03,4097,0.0,km1,0.033,HYPE,no,no,0
303,cryg10000.mtx.hgr,8,0.03,4874,0.0,km1,0.033,HYPE,no,no,0
304,cryg10000.mtx.hgr,16,0.03,5587,0.0,km1,0.033,HYPE,no,no,0
305,cryg10000.mtx.hgr,32,0.03,6257,0.0,km1,0.032,HYPE,no,no,0
306,cryg10000.mtx.hgr,64,0.03,7195,0.0,km1,0.033,HYPE,no,no,0
307,cryg10000.mtx.hgr,128,0.03,9129,0.0,km1,0.032,HYPE,no,no,0
308,crystk02.mtx.hgr,2,0.03,6648,0.0,km1,0.32,HYPE,no,no,0
309,crystk02.mtx.hgr,4,0.03,16165,0.0,km1,0.311,HYPE,no,no,0
310,crystk02.mtx.hgr,8,0.03,19353,0.0,km1,0.3,HYPE,no,no,0
311,crystk02.mtx.hgr,16,0.03,25631,0.0,km1,0.297,HYPE,no,no,0
312,crystk02.mtx.hgr,32,0.03,37670,0.0,km1,0.295,HYPE,no,no,0
313,crystk02.mtx.hgr,64,0.03,53905,0.0,km1,0.3,HYPE,no,no,0
314,crystk02.mtx.hgr,128,0.03,80368,0.0,km1,0.301,HYPE,no,no,0
315,d_pretok.mtx.hgr,2,0.03,68172,0.0,km1,1.255,HYPE,no,no,0
316,d_pretok.mtx.hgr,4,0.03,116827,0.0,km1,1.222,HYPE,no,no,0
317,d_pretok.mtx.hgr,8,0.03,135182,0.0,km1,1.219,HYPE,no,no,0
318,d_pretok.mtx.hgr,16,0.03,154095,0.0,km1,1.171,HYPE,no,no,0
319,d_pretok.mtx.hgr,32,0.03,182336,0.0,km1,1.166,HYPE,no,no,0
320,d_pretok.mtx.hgr,64,0.03,199725,0.0,km1,1.181,HYPE,no,no,0
321,d_pretok.mtx.hgr,128,0.03,220376,0.0,km1,1.149,HYPE,no,no,0
322,dac2012_superblue11.hgr,2,0.03,193452,0.0,km1,6.143,HYPE,no,no,0
323,dac2012_superblue11.hgr,4,0.03,299709,0.0,km1,6.183,HYPE,no,no,0
324,dac2012_superblue11.hgr,8,0.03,336903,0.0,km1,6.024,HYPE,no,no,0
325,dac2012_superblue11.hgr,16,0.03,381331,0.0,km1,5.8389999999999995,HYPE,no,no,0
326,dac2012_superblue11.hgr,32,0.03,411433,0.0,km1,5.686,HYPE,no,no,0
327,dac2012_superblue11.hgr,64,0.03,429175,0.0,km1,5.499,HYPE,no,no,0
328,dac2012_superblue11.hgr,128,0.03,465092,0.0,km1,5.505,HYPE,no,no,0
329,dac2012_superblue12.hgr,2,0.03,223499,0.0,km1,9.14,HYPE,no,no,0
330,dac2012_superblue12.hgr,4,0.03,355643,0.0,km1,9.208,HYPE,no,no,0
331,dac2012_superblue12.hgr,8,0.03,458297,0.0,km1,9.107999999999999,HYPE,no,no,0
332,dac2012_superblue12.hgr,16,0.03,528838,0.0,km1,8.95,HYPE,no,no,0
333,dac2012_superblue12.hgr,32,0.03,587931,0.0,km1,8.702,HYPE,no,no,0
334,dac2012_superblue12.hgr,64,0.03,645993,0.0,km1,8.352,HYPE,no,no,0
335,dac2012_superblue12.hgr,128,0.03,712554,0.0,km1,8.222999999999999,HYPE,no,no,0
336,dac2012_superblue14.hgr,2,0.03,116182,0.0,km1,4.104,HYPE,no,no,0
337,dac2012_superblue14.hgr,4,0.03,182700,0.0,km1,4.071000000000001,HYPE,no,no,0
338,dac2012_superblue14.hgr,8,0.03,219703,0.0,km1,4.002,HYPE,no,no,0
339,dac2012_superblue14.hgr,16,0.03,251109,0.0,km1,3.892,HYPE,no,no,0
340,dac2012_superblue14.hgr,32,0.03,267136,0.0,km1,3.84,HYPE,no,no,0
341,dac2012_superblue14.hgr,64,0.03,299253,0.0,km1,3.738,HYPE,no,no,0
342,dac2012_superblue14.hgr,128,0.03,321131,0.0,km1,3.7460000000000004,HYPE,no,no,0
343,dac2012_superblue16.hgr,2,0.03,140806,0.0,km1,4.144,HYPE,no,no,0
344,dac2012_superblue16.hgr,4,0.03,194297,0.0,km1,4.146,HYPE,no,no,0
345,dac2012_superblue16.hgr,8,0.03,228601,0.0,km1,4.121,HYPE,no,no,0
346,dac2012_superblue16.hgr,16,0.03,242387,0.0,km1,4.056,HYPE,no,no,0
347,dac2012_superblue16.hgr,32,0.03,259127,0.0,km1,3.911,HYPE,no,no,0
348,dac2012_superblue16.hgr,64,0.03,266340,0.0,km1,3.846,HYPE,no,no,0
349,dac2012_superblue16.hgr,128,0.03,287951,0.0,km1,3.793,HYPE,no,no,0
350,dac2012_superblue19.hgr,2,0.03,73214,0.0,km1,3.281,HYPE,no,no,0
351,dac2012_superblue19.hgr,4,0.03,134147,0.0,km1,3.227,HYPE,no,no,0
352,dac2012_superblue19.hgr,8,0.03,169052,0.0,km1,3.1889999999999996,HYPE,no,no,0
353,dac2012_superblue19.hgr,16,0.03,185679,0.0,km1,3.083,HYPE,no,no,0
354,dac2012_superblue19.hgr,32,0.03,208594,0.0,km1,2.992,HYPE,no,no,0
355,dac2012_superblue19.hgr,64,0.03,221176,0.0,km1,2.988,HYPE,no,no,0
356,dac2012_superblue19.hgr,128,0.03,248266,0.0,km1,3.0860000000000003,HYPE,no,no,0
357,dac2012_superblue2.hgr,2,0.03,202328,0.0,km1,6.478,HYPE,no,no,0
358,dac2012_superblue2.hgr,4,0.03,325436,0.0,km1,6.485,HYPE,no,no,0
359,dac2012_superblue2.hgr,8,0.03,402775,0.0,km1,6.38,HYPE,no,no,0
360,dac2012_superblue2.hgr,16,0.03,440878,0.0,km1,6.199,HYPE,no,no,0
361,dac2012_superblue2.hgr,32,0.03,473064,0.0,km1,6.0489999999999995,HYPE,no,no,0
362,dac2012_superblue2.hgr,64,0.03,501598,0.0,km1,5.859,HYPE,no,no,0
363,dac2012_superblue2.hgr,128,0.03,523150,0.0,km1,5.893,HYPE,no,no,0
364,dac2012_superblue3.hgr,2,0.03,112687,0.0,km1,5.997000000000001,HYPE,no,no,0
365,dac2012_superblue3.hgr,4,0.03,215517,0.0,km1,6.079,HYPE,no,no,0
366,dac2012_superblue3.hgr,8,0.03,264329,0.0,km1,5.99,HYPE,no,no,0
367,dac2012_superblue3.hgr,16,0.03,315090,0.0,km1,5.8,HYPE,no,no,0
368,dac2012_superblue3.hgr,32,0.03,373352,0.0,km1,5.626,HYPE,no,no,0
369,dac2012_superblue3.hgr,64,0.03,401964,0.0,km1,5.494,HYPE,no,no,0
370,dac2012_superblue3.hgr,128,0.03,448412,0.0,km1,5.473,HYPE,no,no,0
371,dac2012_superblue6.hgr,2,0.03,164849,0.0,km1,6.781000000000001,HYPE,no,no,0
372,dac2012_superblue6.hgr,4,0.03,296120,0.0,km1,6.837999999999999,HYPE,no,no,0
373,dac2012_superblue6.hgr,8,0.03,353180,0.0,km1,6.803999999999999,HYPE,no,no,0
374,dac2012_superblue6.hgr,16,0.03,416770,0.0,km1,6.529,HYPE,no,no,0
375,dac2012_superblue6.hgr,32,0.03,451954,0.0,km1,6.372000000000001,HYPE,no,no,0
376,dac2012_superblue6.hgr,64,0.03,494279,0.0,km1,6.187,HYPE,no,no,0
377,dac2012_superblue6.hgr,128,0.03,526141,0.0,km1,6.117999999999999,HYPE,no,no,0
378,dac2012_superblue7.hgr,2,0.03,231616,0.0,km1,9.692,HYPE,no,no,0
379,dac2012_superblue7.hgr,4,0.03,366297,0.0,km1,9.715,HYPE,no,no,0
380,dac2012_superblue7.hgr,8,0.03,502973,0.0,km1,9.7,HYPE,no,no,0
381,dac2012_superblue7.hgr,16,0.03,580420,0.0,km1,9.579,HYPE,no,no,0
382,dac2012_superblue7.hgr,32,0.03,629211,0.0,km1,9.501,HYPE,no,no,0
383,dac2012_superblue7.hgr,64,0.03,684598,0.0,km1,9.022,HYPE,no,no,0
384,dac2012_superblue7.hgr,128,0.03,742476,0.0,km1,8.823,HYPE,no,no,0
385,dac2012_superblue9.hgr,2,0.03,117192,0.0,km1,5.803999999999999,HYPE,no,no,0
386,dac2012_superblue9.hgr,4,0.03,239691,0.0,km1,5.75,HYPE,no,no,0
387,dac2012_superblue9.hgr,8,0.03,315139,0.0,km1,5.593999999999999,HYPE,no,no,0
388,dac2012_superblue9.hgr,16,0.03,348234,0.0,km1,5.575,HYPE,no,no,0
389,dac2012_superblue9.hgr,32,0.03,372321,0.0,km1,5.506,HYPE,no,no,0
390,dac2012_superblue9.hgr,64,0.03,403027,0.0,km1,5.252000000000001,HYPE,no,no,0
391,dac2012_superblue9.hgr,128,0.03,435542,0.0,km1,5.225,HYPE,no,no,0
392,deltaX.mtx.hgr,2,0.03,31986,0.0,km1,0.175,HYPE,no,no,0
393,deltaX.mtx.hgr,4,0.03,40863,0.0,km1,0.171,HYPE,no,no,0
394,deltaX.mtx.hgr,8,0.03,55773,0.0,km1,0.17,HYPE,no,no,0
395,deltaX.mtx.hgr,16,0.03,65980,0.0,km1,0.17,HYPE,no,no,0
396,deltaX.mtx.hgr,32,0.03,81873,0.0,km1,0.17300000000000001,HYPE,no,no,0
397,deltaX.mtx.hgr,64,0.03,94637,0.0,km1,0.174,HYPE,no,no,0
398,deltaX.mtx.hgr,128,0.03,108560,0.0,km1,0.16699999999999998,HYPE,no,no,0
399,denormal.mtx.hgr,2,0.03,18702,0.0,km1,0.54,HYPE,no,no,0
400,denormal.mtx.hgr,4,0.03,31878,0.0,km1,0.53,HYPE,no,no,0
401,denormal.mtx.hgr,8,0.03,30134,0.0,km1,0.516,HYPE,no,no,0
402,denormal.mtx.hgr,16,0.03,38039,0.0,km1,0.519,HYPE,no,no,0
403,denormal.mtx.hgr,32,0.03,42167,0.0,km1,0.516,HYPE,no,no,0
404,denormal.mtx.hgr,64,0.03,50477,0.0,km1,0.518,HYPE,no,no,0
405,denormal.mtx.hgr,128,0.03,65130,0.0,km1,0.512,HYPE,no,no,0
406,dictionary28.mtx.hgr,2,0.03,6609,0.0,km1,0.138,HYPE,no,no,0
407,dictionary28.mtx.hgr,4,0.03,14111,0.0,km1,0.14400000000000002,HYPE,no,no,0
408,dictionary28.mtx.hgr,8,0.03,20413,0.0,km1,0.141,HYPE,no,no,0
409,dictionary28.mtx.hgr,16,0.03,29238,0.0,km1,0.14,HYPE,no,no,0
410,dictionary28.mtx.hgr,32,0.03,37514,0.0,km1,0.14,HYPE,no,no,0
411,dictionary28.mtx.hgr,64,0.03,44484,0.0,km1,0.139,HYPE,no,no,0
412,dictionary28.mtx.hgr,128,0.03,48336,0.0,km1,0.13699999999999998,HYPE,no,no,0
413,dielFilterV2clx.mtx.hgr,2,0.03,143786,0.0,km1,11.877,HYPE,no,no,0
414,dielFilterV2clx.mtx.hgr,4,0.03,215988,0.0,km1,12.064,HYPE,no,no,0
415,dielFilterV2clx.mtx.hgr,8,0.03,361212,0.0,km1,12.039000000000001,HYPE,no,no,0
416,dielFilterV2clx.mtx.hgr,16,0.03,556926,0.0,km1,11.99,HYPE,no,no,0
417,dielFilterV2clx.mtx.hgr,32,0.03,646548,0.0,km1,11.722000000000001,HYPE,no,no,0
418,dielFilterV2clx.mtx.hgr,64,0.03,788854,0.0,km1,11.427,HYPE,no,no,0
419,dielFilterV2clx.mtx.hgr,128,0.03,956988,0.0,km1,10.880999999999998,HYPE,no,no,0
420,Dubcova2.mtx.hgr,2,0.03,19697,0.0,km1,0.505,HYPE,no,no,0
421,Dubcova2.mtx.hgr,4,0.03,28062,0.0,km1,0.47100000000000003,HYPE,no,no,0
422,Dubcova2.mtx.hgr,8,0.03,31205,0.0,km1,0.485,HYPE,no,no,0
423,Dubcova2.mtx.hgr,16,0.03,36180,0.0,km1,0.47,HYPE,no,no,0
424,Dubcova2.mtx.hgr,32,0.03,43136,0.0,km1,0.46399999999999997,HYPE,no,no,0
425,Dubcova2.mtx.hgr,64,0.03,46823,0.0,km1,0.45799999999999996,HYPE,no,no,0
426,Dubcova2.mtx.hgr,128,0.03,55341,0.0,km1,0.45299999999999996,HYPE,no,no,0
427,ecl32.mtx.hgr,2,0.03,17256,0.0,km1,0.249,HYPE,no,no,0
428,ecl32.mtx.hgr,4,0.03,34866,0.0,km1,0.259,HYPE,no,no,0
429,ecl32.mtx.hgr,8,0.03,49222,0.0,km1,0.258,HYPE,no,no,0
430,ecl32.mtx.hgr,16,0.03,57031,0.0,km1,0.259,HYPE,no,no,0
431,ecl32.mtx.hgr,32,0.03,72989,0.0,km1,0.258,HYPE,no,no,0
432,ecl32.mtx.hgr,64,0.03,84732,0.0,km1,0.256,HYPE,no,no,0
433,ecl32.mtx.hgr,128,0.03,100384,0.0,km1,0.255,HYPE,no,no,0
434,ecology1.mtx.hgr,2,0.03,38957,0.0,km1,4.849,HYPE,no,no,0
435,ecology1.mtx.hgr,4,0.03,78866,0.0,km1,4.9,HYPE,no,no,0
436,ecology1.mtx.hgr,8,0.03,135385,0.0,km1,4.816,HYPE,no,no,0
437,ecology1.mtx.hgr,16,0.03,215126,0.0,km1,4.6339999999999995,HYPE,no,no,0
438,ecology1.mtx.hgr,32,0.03,347458,0.0,km1,4.595,HYPE,no,no,0
439,ecology1.mtx.hgr,64,0.03,429228,0.0,km1,4.357,HYPE,no,no,0
440,ecology1.mtx.hgr,128,0.03,494707,0.0,km1,4.489,HYPE,no,no,0
441,Emilia_923.mtx.hgr,2,0.03,332379,0.0,km1,19.491,HYPE,no,no,0
442,Emilia_923.mtx.hgr,4,0.03,604503,0.0,km1,20.276,HYPE,no,no,0
443,Emilia_923.mtx.hgr,8,0.03,857589,0.0,km1,19.445,HYPE,no,no,0
444,Emilia_923.mtx.hgr,16,0.03,984723,0.0,km1,19.508,HYPE,no,no,0
445,Emilia_923.mtx.hgr,32,0.03,1158990,0.0,km1,18.996,HYPE,no,no,0
446,Emilia_923.mtx.hgr,64,0.03,1305108,0.0,km1,21.081,HYPE,no,no,0
447,Emilia_923.mtx.hgr,128,0.03,1476342,0.0,km1,17.881,HYPE,no,no,0
448,epb1.mtx.hgr,2,0.03,2066,0.0,km1,0.053,HYPE,no,no,0
449,epb1.mtx.hgr,4,0.03,3469,0.0,km1,0.054000000000000006,HYPE,no,no,0
450,epb1.mtx.hgr,8,0.03,4654,0.0,km1,0.055,HYPE,no,no,0
451,epb1.mtx.hgr,16,0.03,5682,0.0,km1,0.053,HYPE,no,no,0
452,epb1.mtx.hgr,32,0.03,6990,0.0,km1,0.053,HYPE,no,no,0
453,epb1.mtx.hgr,64,0.03,8930,0.0,km1,0.052000000000000005,HYPE,no,no,0
454,epb1.mtx.hgr,128,0.03,11473,0.0,km1,0.051,HYPE,no,no,0
455,ESOC.mtx.hgr,2,0.03,219945,5.35475e-05,km1,4.319,HYPE,no,no,0
456,ESOC.mtx.hgr,4,0.03,509193,0.00010708899999999999,km1,4.3660000000000005,HYPE,no,no,0
457,ESOC.mtx.hgr,8,0.03,898485,0.0,km1,4.627,HYPE,no,no,0
458,ESOC.mtx.hgr,16,0.03,1268309,0.0,km1,4.533,HYPE,no,no,0
459,ESOC.mtx.hgr,32,0.03,1526459,0.000856164,km1,4.439,HYPE,no,no,0
460,ESOC.mtx.hgr,64,0.03,1829348,0.00171233,km1,4.402,HYPE,no,no,0
461,ESOC.mtx.hgr,128,0.03,1998930,0.00342466,km1,4.349,HYPE,no,no,0
462,EternityII_A.mtx.hgr,2,0.03,4118,0.0,km1,0.746,HYPE,no,no,0
463,EternityII_A.mtx.hgr,4,0.03,8067,0.0,km1,0.7490000000000001,HYPE,no,no,0
464,EternityII_A.mtx.hgr,8,0.03,15007,0.0,km1,0.782,HYPE,no,no,0
465,EternityII_A.mtx.hgr,16,0.03,22450,0.0,km1,0.763,HYPE,no,no,0
466,EternityII_A.mtx.hgr,32,0.03,32623,0.0,km1,0.75,HYPE,no,no,0
467,EternityII_A.mtx.hgr,64,0.03,51556,0.0,km1,0.7609999999999999,HYPE,no,no,0
468,EternityII_A.mtx.hgr,128,0.03,89526,0.0,km1,0.804,HYPE,no,no,0
469,ex19.mtx.hgr,2,0.03,3587,0.0,km1,0.092,HYPE,no,no,0
470,ex19.mtx.hgr,4,0.03,6777,0.0,km1,0.094,HYPE,no,no,0
471,ex19.mtx.hgr,8,0.03,8437,0.0,km1,0.095,HYPE,no,no,0
472,ex19.mtx.hgr,16,0.03,9399,0.0,km1,0.094,HYPE,no,no,0
473,ex19.mtx.hgr,32,0.03,10929,0.0,km1,0.08800000000000001,HYPE,no,no,0
474,ex19.mtx.hgr,64,0.03,15060,0.0,km1,0.08800000000000001,HYPE,no,no,0
475,ex19.mtx.hgr,128,0.03,21048,0.0,km1,0.086,HYPE,no,no,0
476,F2.mtx.hgr,2,0.03,24979,0.0,km1,2.044,HYPE,no,no,0
477,F2.mtx.hgr,4,0.03,38214,0.0,km1,1.994,HYPE,no,no,0
478,F2.mtx.hgr,8,0.03,59017,0.0,km1,1.933,HYPE,no,no,0
479,F2.mtx.hgr,16,0.03,82580,0.0,km1,1.935,HYPE,no,no,0
480,F2.mtx.hgr,32,0.03,99209,0.0,km1,1.9140000000000001,HYPE,no,no,0
481,F2.mtx.hgr,64,0.03,124441,0.0,km1,1.9269999999999998,HYPE,no,no,0
482,F2.mtx.hgr,128,0.03,178452,0.0,km1,1.9509999999999998,HYPE,no,no,0
483,fd18.mtx.hgr,2,0.03,8142,0.0,km1,0.047,HYPE,no,no,0
484,fd18.mtx.hgr,4,0.03,10884,0.0,km1,0.046,HYPE,no,no,0
485,fd18.mtx.hgr,8,0.03,12120,0.0,km1,0.047,HYPE,no,no,0
486,fd18.mtx.hgr,16,0.03,12721,0.0,km1,0.047,HYPE,no,no,0
487,fd18.mtx.hgr,32,0.03,15147,0.0,km1,0.046,HYPE,no,no,0
488,fd18.mtx.hgr,64,0.03,16676,0.0,km1,0.049,HYPE,no,no,0
489,fd18.mtx.hgr,128,0.03,19503,0.0,km1,0.045,HYPE,no,no,0
490,fem_filter.mtx.hgr,2,0.03,32711,0.0,km1,0.914,HYPE,no,no,0
491,fem_filter.mtx.hgr,4,0.03,54144,0.0,km1,0.894,HYPE,no,no,0
492,fem_filter.mtx.hgr,8,0.03,68298,0.0,km1,0.8759999999999999,HYPE,no,no,0
493,fem_filter.mtx.hgr,16,0.03,77775,0.0,km1,0.878,HYPE,no,no,0
494,fem_filter.mtx.hgr,32,0.03,93598,0.0,km1,0.889,HYPE,no,no,0
495,fem_filter.mtx.hgr,64,0.03,109730,0.0,km1,0.882,HYPE,no,no,0
496,fem_filter.mtx.hgr,128,0.03,129875,0.0,km1,0.8640000000000001,HYPE,no,no,0
497,finan512.mtx.hgr,2,0.03,28191,0.0,km1,0.435,HYPE,no,no,0
498,finan512.mtx.hgr,4,0.03,31651,0.0,km1,0.42100000000000004,HYPE,no,no,0
499,finan512.mtx.hgr,8,0.03,52158,0.0,km1,0.425,HYPE,no,no,0
500,finan512.mtx.hgr,16,0.03,66170,0.0,km1,0.42100000000000004,HYPE,no,no,0
501,finan512.mtx.hgr,32,0.03,76119,0.0,km1,0.414,HYPE,no,no,0
502,finan512.mtx.hgr,64,0.03,93483,0.0,km1,0.41100000000000003,HYPE,no,no,0
503,finan512.mtx.hgr,128,0.03,106696,0.0,km1,0.41200000000000003,HYPE,no,no,0
504,flower_7_4.mtx.hgr,2,0.03,13065,0.0,km1,0.263,HYPE,no,no,0
505,flower_7_4.mtx.hgr,4,0.03,30367,0.0,km1,0.266,HYPE,no,no,0
506,flower_7_4.mtx.hgr,8,0.03,46892,0.0,km1,0.267,HYPE,no,no,0
507,flower_7_4.mtx.hgr,16,0.03,59124,0.0,km1,0.267,HYPE,no,no,0
508,flower_7_4.mtx.hgr,32,0.03,67473,0.0,km1,0.264,HYPE,no,no,0
509,flower_7_4.mtx.hgr,64,0.03,72543,0.0,km1,0.265,HYPE,no,no,0
510,flower_7_4.mtx.hgr,128,0.03,76488,0.0,km1,0.262,HYPE,no,no,0
511,foldoc.mtx.hgr,2,0.03,9508,0.0,km1,0.069,HYPE,no,no,0
512,foldoc.mtx.hgr,4,0.03,20802,0.0,km1,0.07,HYPE,no,no,0
513,foldoc.mtx.hgr,8,0.03,31853,0.0,km1,0.073,HYPE,no,no,0
514,foldoc.mtx.hgr,16,0.03,40510,0.0,km1,0.071,HYPE,no,no,0
515,foldoc.mtx.hgr,32,0.03,45990,0.0,km1,0.071,HYPE,no,no,0
516,foldoc.mtx.hgr,64,0.03,49901,0.0,km1,0.07,HYPE,no,no,0
517,foldoc.mtx.hgr,128,0.03,52838,0.0,km1,0.069,HYPE,no,no,0
518,Franz11.mtx.hgr,2,0.03,29545,0.0,km1,0.195,HYPE,no,no,0
519,Franz11.mtx.hgr,4,0.03,62485,0.0,km1,0.193,HYPE,no,no,0
520,Franz11.mtx.hgr,8,0.03,89248,0.0,km1,0.19699999999999998,HYPE,no,no,0
521,Franz11.mtx.hgr,16,0.03,122266,0.0,km1,0.2,HYPE,no,no,0
522,Franz11.mtx.hgr,32,0.03,145880,0.0,km1,0.2,HYPE,no,no,0
523,Franz11.mtx.hgr,64,0.03,174472,0.0,km1,0.2,HYPE,no,no,0
524,Franz11.mtx.hgr,128,0.03,194243,0.0,km1,0.259,HYPE,no,no,0
525,G2_circuit.mtx.hgr,2,0.03,32377,0.0,km1,0.655,HYPE,no,no,0
526,G2_circuit.mtx.hgr,4,0.03,47708,0.0,km1,0.643,HYPE,no,no,0
527,G2_circuit.mtx.hgr,8,0.03,66092,0.0,km1,0.629,HYPE,no,no,0
528,G2_circuit.mtx.hgr,16,0.03,78042,0.0,km1,0.626,HYPE,no,no,0
529,G2_circuit.mtx.hgr,32,0.03,89653,0.0,km1,0.626,HYPE,no,no,0
530,G2_circuit.mtx.hgr,64,0.03,96230,0.0,km1,0.619,HYPE,no,no,0
531,G2_circuit.mtx.hgr,128,0.03,104151,0.0,km1,0.618,HYPE,no,no,0
532,G67.mtx.hgr,2,0.03,396,0.0,km1,0.018000000000000002,HYPE,no,no,0
533,G67.mtx.hgr,4,0.03,711,0.0,km1,0.017,HYPE,no,no,0
534,G67.mtx.hgr,8,0.03,1296,0.0,km1,0.016,HYPE,no,no,0
535,G67.mtx.hgr,16,0.03,1563,0.0,km1,0.015,HYPE,no,no,0
536,G67.mtx.hgr,32,0.03,2379,0.0,km1,0.015,HYPE,no,no,0
537,G67.mtx.hgr,64,0.03,3558,0.0,km1,0.015,HYPE,no,no,0
538,G67.mtx.hgr,128,0.03,4454,0.0,km1,0.015,HYPE,no,no,0
539,g7jac040sc.mtx.hgr,2,0.03,4580,0.0,km1,0.059000000000000004,HYPE,no,no,0
540,g7jac040sc.mtx.hgr,4,0.03,7427,0.0,km1,0.061,HYPE,no,no,0
541,g7jac040sc.mtx.hgr,8,0.03,14163,0.0,km1,0.061,HYPE,no,no,0
542,g7jac040sc.mtx.hgr,16,0.03,18068,0.0,km1,0.061,HYPE,no,no,0
543,g7jac040sc.mtx.hgr,32,0.03,21638,0.0,km1,0.063,HYPE,no,no,0
544,g7jac040sc.mtx.hgr,64,0.03,25799,0.0,km1,0.06,HYPE,no,no,0
545,g7jac040sc.mtx.hgr,128,0.03,31288,0.0,km1,0.06,HYPE,no,no,0
546,garon2.mtx.hgr,2,0.03,6028,0.0,km1,0.14400000000000002,HYPE,no,no,0
547,garon2.mtx.hgr,4,0.03,6821,0.0,km1,0.145,HYPE,no,no,0
548,garon2.mtx.hgr,8,0.03,9579,0.0,km1,0.147,HYPE,no,no,0
549,garon2.mtx.hgr,16,0.03,11912,0.0,km1,0.14300000000000002,HYPE,no,no,0
550,garon2.mtx.hgr,32,0.03,16648,0.0,km1,0.142,HYPE,no,no,0
551,garon2.mtx.hgr,64,0.03,20877,0.0,km1,0.145,HYPE,no,no,0
552,garon2.mtx.hgr,128,0.03,28868,0.0,km1,0.139,HYPE,no,no,0
553,gearbox.mtx.hgr,2,0.03,21780,0.0,km1,3.364,HYPE,no,no,0
554,gearbox.mtx.hgr,4,0.03,43680,0.0,km1,3.3,HYPE,no,no,0
555,gearbox.mtx.hgr,8,0.03,58040,0.0,km1,3.259,HYPE,no,no,0
556,gearbox.mtx.hgr,16,0.03,77678,0.0,km1,3.154,HYPE,no,no,0
557,gearbox.mtx.hgr,32,0.03,108931,0.0,km1,3.176,HYPE,no,no,0
558,gearbox.mtx.hgr,64,0.03,145734,0.0,km1,3.176,HYPE,no,no,0
559,gearbox.mtx.hgr,128,0.03,196349,0.0,km1,3.202,HYPE,no,no,0
560,gemat1.mtx.hgr,2,0.03,616,0.0,km1,0.032,HYPE,no,no,0
561,gemat1.mtx.hgr,4,0.03,1478,0.0,km1,0.033,HYPE,no,no,0
562,gemat1.mtx.hgr,8,0.03,2184,0.0,km1,0.033,HYPE,no,no,0
563,gemat1.mtx.hgr,16,0.03,2693,0.0,km1,0.033,HYPE,no,no,0
564,gemat1.mtx.hgr,32,0.03,3289,0.0,km1,0.032,HYPE,no,no,0
565,gemat1.mtx.hgr,64,0.03,3870,0.0,km1,0.032,HYPE,no,no,0
566,gemat1.mtx.hgr,128,0.03,4861,0.0,km1,0.032,HYPE,no,no,0
567,graphics.mtx.hgr,2,0.03,2646,0.0,km1,0.031,HYPE,no,no,0
568,graphics.mtx.hgr,4,0.03,6567,0.0,km1,0.031,HYPE,no,no,0
569,graphics.mtx.hgr,8,0.03,11391,0.0,km1,0.032,HYPE,no,no,0
570,graphics.mtx.hgr,16,0.03,19260,0.0,km1,0.032,HYPE,no,no,0
571,graphics.mtx.hgr,32,0.03,29538,0.0,km1,0.032,HYPE,no,no,0
572,graphics.mtx.hgr,64,0.03,39954,0.0,km1,0.032,HYPE,no,no,0
573,graphics.mtx.hgr,128,0.03,44340,0.0,km1,0.032,HYPE,no,no,0
574,gupta3.mtx.hgr,2,0.03,10717,0.0,km1,6.002000000000001,HYPE,no,no,0
