algorithm,graph,timeout,seed,k,epsilon,num_threads,imbalance,totalPartitionTime,objective,km1,cut,failed
KaHyPar-R,as-22july06.graph.hgr,no,5,2,0.03,1,0.0,1.32342,km1,3566,3566,no
KaHyPar-R,as-22july06.graph.hgr,no,6,2,0.03,1,0.0,1.32994,km1,3566,3566,no
KaHyPar-R,as-22july06.graph.hgr,no,7,2,0.03,1,0.0,1.32695,km1,3566,3566,no
KaHyPar-R,as-22july06.graph.hgr,no,8,2,0.03,1,0.0,1.33101,km1,3566,3566,no
KaHyPar-R,as-22july06.graph.hgr,no,9,2,0.03,1,0.0,1.38643,km1,3566,3566,no
KaHyPar-R,as-22july06.graph.hgr,no,10,32,0.03,1,0.0292479,5.78047,km1,16886,16886,no
KaHyPar-R,as-22july06.graph.hgr,no,1,32,0.03,1,0.0292479,5.73959,km1,16886,16886,no
KaHyPar-R,as-22july06.graph.hgr,no,2,32,0.03,1,0.0292479,5.73279,km1,16886,16886,no
KaHyPar-R,as-22july06.graph.hgr,no,3,32,0.03,1,0.0292479,5.76041,km1,16886,16886,no
KaHyPar-R,as-22july06.graph.hgr,no,4,32,0.03,1,0.0292479,5.71452,km1,16886,16886,no
KaHyPar-R,as-22july06.graph.hgr,no,5,32,0.03,1,0.0292479,5.7916,km1,16886,16886,no
KaHyPar-R,as-22july06.graph.hgr,no,6,32,0.03,1,0.0292479,5.76089,km1,16886,16886,no
KaHyPar-R,as-22july06.graph.hgr,no,7,32,0.03,1,0.0292479,5.74856,km1,16886,16886,no
KaHyPar-R,as-22july06.graph.hgr,no,8,32,0.03,1,0.0292479,5.81442,km1,16886,16886,no
KaHyPar-R,as-22july06.graph.hgr,no,9,32,0.03,1,0.0292479,5.7533,km1,16886,16886,no
KaHyPar-R,as-22july06.graph.hgr,no,10,4,0.03,1,0.0299599,3.39687,km1,7608,7608,no
KaHyPar-R,as-22july06.graph.hgr,no,1,4,0.03,1,0.0299599,3.38895,km1,7608,7608,no
KaHyPar-R,as-22july06.graph.hgr,no,2,4,0.03,1,0.0299599,3.41113,km1,7608,7608,no
KaHyPar-R,as-22july06.graph.hgr,no,3,4,0.03,1,0.0299599,3.41443,km1,7608,7608,no
KaHyPar-R,as-22july06.graph.hgr,no,4,4,0.03,1,0.0299599,3.41314,km1,7608,7608,no
KaHyPar-R,as-22july06.graph.hgr,no,5,4,0.03,1,0.0299599,3.3996,km1,7608,7608,no
KaHyPar-R,as-22july06.graph.hgr,no,6,4,0.03,1,0.0299599,3.43117,km1,7608,7608,no
KaHyPar-R,as-22july06.graph.hgr,no,7,4,0.03,1,0.0299599,3.40544,km1,7608,7608,no
KaHyPar-R,as-22july06.graph.hgr,no,8,4,0.03,1,0.0299599,3.41797,km1,7608,7608,no
KaHyPar-R,as-22july06.graph.hgr,no,9,4,0.03,1,0.0299599,3.39404,km1,7608,7608,no
KaHyPar-R,as-22july06.graph.hgr,no,10,64,0.03,1,0.0278552,9.8388,km1,20205,20205,no
KaHyPar-R,as-22july06.graph.hgr,no,1,64,0.03,1,0.0278552,6.89637,km1,20205,20205,no
KaHyPar-R,as-22july06.graph.hgr,no,2,64,0.03,1,0.0278552,6.92381,km1,20205,20205,no
